#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    6.100       -4.260922682       12261           1052122          1363537194
    6.200       -4.261031454       12325           1056956          1367852955
    6.300       -4.261133830       12387           1061872          1371912874
    6.400       -4.261230834       12447           1066656          1376058359
    6.500       -4.261324690       12506           1071196          1379620019
    6.600       -4.261412409       12563           1075634          1383156397
    6.700       -4.261497676       12619           1079934          1387010998
    6.800       -4.261577010       12674           1084174          1390383534
    6.900       -4.261652430       12727           1088270          1393662788
    7.000       -4.261723259       12779           1092164          1396918665
    7.100       -4.261791790       12830           1095980          1400139773
    7.200       -4.261856922       12880           1099774          1403399008
    7.300       -4.261918775       12929           1103436          1406334418
    7.400       -4.261979362       12977           1106984          1408966163
    7.500       -4.262034732       13023           1110534          1412096178
    7.600       -4.262088041       13068           1113914          1414868288
    7.700       -4.262138485       13111           1117148          1417696172
    7.800       -4.262187376       13154           1120470          1419921656
    7.900       -4.262232352       13196           1123594          1422379827
    8.000       -4.262276796       13237           1126650          1424650205
    8.100       -4.262319699       13278           1129674          1426993639
    8.200       -4.262360210       13318           1132778          1429155936
    8.300       -4.262400687       13357           1135810          1431758312
    8.400       -4.262436528       13394           1138644          1433823038
    8.500       -4.262473512       13432           1141318          1435842869
    8.600       -4.262507254       13468           1144140          1437719754
    8.700       -4.262540707       13504           1146864          1439638399
    8.800       -4.262571831       13539           1149378          1441640739
    8.900       -4.262601892       13573           1151892          1443427638
    9.000       -4.262629861       13605           1154426          1445240999
    9.100       -4.262655687       13636           1156696          1446901575
    9.200       -4.262680503       13667           1158890          1448624487
    9.300       -4.262705293       13698           1161198          1450262023
    9.400       -4.262729266       13729           1163554          1451998407
    9.500       -4.262752840       13758           1165868          1453420005
    9.600       -4.262775068       13786           1167952          1454777906
    9.700       -4.262795368       13814           1169956          1456238367
    9.800       -4.262816107       13841           1171908          1457523707
    9.900       -4.262835075       13867           1173804          1458894982
   10.000       -4.262852984       13892           1175638          1460262208
   10.100       -4.262870441       13916           1177320          1461422729
   10.200       -4.262886882       13940           1178962          1462653522
   10.300       -4.262899995       13963           1180698          1463764650
   10.400       -4.262913316       13984           1182494          1465031104
   10.500       -4.262924483       14004           1184098          1466017157
   10.600       -4.262935033       14021           1185570          1466903351
   10.700       -4.262944235       14035           1186878          1467541302
   10.800       -4.262952679       14049           1187898          1468243957
   10.900       -4.262960364       14062           1188894          1468851555
   11.000       -4.262968895       14075           1189770          1469513681
   11.100       -4.262975212       14087           1190698          1470087342
   11.200       -4.262981721       14099           1191650          1470656043
   11.300       -4.262989631       14110           1192588          1471169175
   11.400       -4.262993928       14120           1193414          1471667026
   11.500       -4.262999119       14129           1194172          1472092220
   11.600       -4.263002413       14136           1194834          1472454340
   11.700       -4.263005333       14142           1195374          1472740987
   11.800       -4.263008904       14147           1195804          1472991329
   11.900       -4.263010625       14151           1196154          1473190390
   12.000       -4.263013122       14155           1196458          1473391691
   12.100       -4.263014412       14158           1196754          1473556879
   12.200       -4.263015737       14161           1196994          1473724115
   12.300       -4.263016486       14163           1197208          1473843142
   12.400       -4.263017283       14165           1197374          1473965753
   12.500       -4.263018602       14167           1197560          1474084524
   12.600       -4.263019139       14168           1197726          1474163534
   12.700       -4.263019766       14169           1197788          1474242544
   12.800       -4.263020302       14170           1197838          1474321554
   12.900       -4.263020831       14171           1197918          1474400564
   13.000       -4.263020831       14171           1197958          1474440069
   13.100       -4.263020831       14171           1197958          1474479574
   13.200       -4.263020831       14171           1197958          1474519079
   13.300       -4.263020831       14171           1197958          1474558584
   13.400       -4.263020831       14171           1197958          1474598089
   13.500       -4.263020831       14171           1197958          1474637594
   13.600       -4.263020831       14171           1197958          1474677099
   13.700       -4.263020831       14171           1197958          1474716604
   13.800       -4.263020831       14171           1197958          1474756109
   13.900       -4.263020831       14171           1197958          1474795614
   14.000       -4.263020831       14171           1197958          1474835119
   14.100       -4.263020831       14171           1197958          1474874624
   14.200       -4.263020831       14171           1197958          1474914129
   14.300       -4.263020831       14171           1197958          1474953634
   14.400       -4.263020831       14171           1197958          1474993139
   14.500       -4.263020831       14171           1197958          1475032644
   14.600       -4.263020831       14171           1197958          1475072149
   14.700       -4.263020831       14171           1197958          1475111654
   14.800       -4.263020831       14171           1197958          1475151159
   14.900       -4.263020831       14171           1197958          1475190664
   15.000       -4.263020831       14171           1197958          1475230169
   15.100       -4.263020831       14171           1197958          1475269674
   15.200       -4.263020831       14171           1197958          1475309179
   15.300       -4.263020831       14171           1197958          1475348684
   15.400       -4.263020831       14171           1197958          1475388189
   15.500       -4.263020831       14171           1197958          1475427694
   15.600       -4.263020831       14171           1197958          1475467199
   15.700       -4.263020831       14171           1197958          1475506704
   15.800       -4.263020831       14171           1197958          1475546209
   15.900       -4.263020831       14171           1197958          1475585714
   16.000       -4.263020831       14171           1197958          1475625219
   16.100       -4.263020831       14171           1197958          1475664724
   16.200       -4.263020831       14171           1197958          1475704229
   16.300       -4.263020831       14171           1197958          1475743734
   16.400       -4.263020831       14171           1197958          1475783239
   16.500       -4.263020831       14171           1197958          1475822744
   16.600       -4.263020831       14171           1197958          1475862249
   16.700       -4.263020831       14171           1197958          1475901754
   16.800       -4.263020831       14171           1197958          1475941259
   16.900       -4.263020831       14171           1197958          1475980764
   17.000       -4.263020831       14171           1197958          1476020269
   17.100       -4.263020831       14171           1197958          1476059774
   17.200       -4.263020831       14171           1197958          1476099279
   17.300       -4.263020831       14171           1197958          1476138784
   17.400       -4.263020831       14171           1197958          1476178289
   17.500       -4.263020831       14171           1197958          1476217794
   17.600       -4.263020831       14171           1197958          1476257299
   17.700       -4.263020831       14171           1197958          1476296804
   17.800       -4.263020831       14171           1197958          1476336309
   17.900       -4.263020831       14171           1197958          1476375814
   18.000       -4.263020831       14171           1197958          1476415319
   18.100       -4.263020831       14171           1197958          1476454824
   18.200       -4.263020831       14171           1197958          1476494329
   18.300       -4.263020831       14171           1197958          1476533834
   18.400       -4.263020831       14171           1197958          1476573339
   18.500       -4.263020831       14171           1197958          1476612844
   18.600       -4.263020831       14171           1197958          1476652349
   18.700       -4.263020831       14171           1197958          1476691854
   18.800       -4.263020831       14171           1197958          1476731359
   18.900       -4.263020831       14171           1197958          1476770864
   19.000       -4.263020831       14171           1197958          1476810369
   19.100       -4.263020831       14171           1197958          1476849874
   19.200       -4.263020831       14171           1197958          1476889379
   19.300       -4.263020831       14171           1197958          1476928884
   19.400       -4.263020831       14171           1197958          1476968389
   19.500       -4.263020831       14171           1197958          1477007894
   19.600       -4.263020831       14171           1197958          1477047399
   19.700       -4.263020831       14171           1197958          1477086904
   19.800       -4.263020831       14171           1197958          1477126409
   19.900       -4.263020831       14171           1197958          1477165914
   20.000       -4.263020831       14171           1197958          1477205419
   20.100       -4.263020831       14171           1197958          1477244924
   20.200       -4.263020831       14171           1197958          1477284429
   20.300       -4.263020831       14171           1197958          1477323934
   20.400       -4.263020831       14171           1197958          1477363439
   20.500       -4.263020831       14171           1197958          1477402944
   20.600       -4.263020831       14171           1197958          1477442449
   20.700       -4.263020831       14171           1197958          1477481954
   20.800       -4.263020831       14171           1197958          1477521459
   20.900       -4.263020831       14171           1197958          1477560964
   21.000       -4.263020831       14171           1197958          1477600469
   21.100       -4.263020831       14171           1197958          1477639974
   21.200       -4.263020831       14171           1197958          1477679479
   21.300       -4.263020831       14171           1197958          1477718984
   21.400       -4.263020831       14171           1197958          1477758489
   21.500       -4.263020831       14171           1197958          1477797994
   21.600       -4.263020831       14171           1197958          1477837499
   21.700       -4.263020831       14171           1197958          1477877004
   21.800       -4.263020831       14171           1197958          1477916509
   21.900       -4.263020831       14171           1197958          1477956014
   22.000       -4.263020831       14171           1197958          1477995519
   22.100       -4.263020831       14171           1197958          1478035024
   22.200       -4.263020831       14171           1197958          1478074529
   22.300       -4.263020831       14171           1197958          1478114034
   22.400       -4.263020831       14171           1197958          1478153539
   22.500       -4.263020831       14171           1197958          1478193044
   22.600       -4.263020831       14171           1197958          1478232549
   22.700       -4.263020831       14171           1197958          1478272054
   22.800       -4.263020831       14171           1197958          1478311559
   22.900       -4.263020831       14171           1197958          1478351064
   23.000       -4.263020831       14171           1197958          1478390569
   23.100       -4.263020831       14171           1197958          1478430074
   23.200       -4.263020831       14171           1197958          1478469579
   23.300       -4.263020831       14171           1197958          1478509084
   23.400       -4.263020831       14171           1197958          1478548589
   23.500       -4.263020831       14171           1197958          1478588094
   23.600       -4.263020831       14171           1197958          1478627599
   23.700       -4.263020831       14171           1197958          1478667104
   23.800       -4.263020831       14171           1197958          1478706609
   23.900       -4.263020831       14171           1197958          1478746114
   24.000       -4.263020831       14171           1197958          1478785619
   24.100       -4.263020831       14171           1197958          1478825124
   24.200       -4.263020831       14171           1197958          1478864629
   24.300       -4.263020831       14171           1197958          1478904134
   24.400       -4.263020831       14171           1197958          1478943639
   24.500       -4.263020831       14171           1197958          1478983144
   24.600       -4.263020831       14171           1197958          1479022649
   24.700       -4.263020831       14171           1197958          1479062154
   24.800       -4.263020831       14171           1197958          1479101659
   24.900       -4.263020831       14171           1197958          1479141164
   25.000       -4.263020831       14171           1197958          1479180669
   25.100       -4.263020831       14171           1197958          1479220174
   25.200       -4.263020831       14171           1197958          1479259679
   25.300       -4.263020831       14171           1197958          1479299184
   25.400       -4.263020831       14171           1197958          1479338689
   25.500       -4.263020831       14171           1197958          1479378194
   25.600       -4.263020831       14171           1197958          1479417699
   25.700       -4.263020831       14171           1197958          1479457204
   25.800       -4.263020831       14171           1197958          1479496709
   25.900       -4.263020831       14171           1197958          1479536214
   26.000       -4.263020831       14171           1197958          1479575719
   26.100       -4.263020831       14171           1197958          1479615224
   26.200       -4.263020831       14171           1197958          1479654729
   26.300       -4.263020831       14171           1197958          1479694234
   26.400       -4.263020831       14171           1197958          1479733739
   26.500       -4.263020831       14171           1197958          1479773244
   26.600       -4.263020831       14171           1197958          1479812749
   26.700       -4.263020831       14171           1197958          1479852254
   26.800       -4.263020831       14171           1197958          1479891759
   26.900       -4.263020831       14171           1197958          1479931264
   27.000       -4.263020831       14171           1197958          1479970769
   27.100       -4.263020831       14171           1197958          1480010274
   27.200       -4.263020831       14171           1197958          1480049779
   27.300       -4.263020831       14171           1197958          1480089284
   27.400       -4.263020831       14171           1197958          1480128789
   27.500       -4.263020831       14171           1197958          1480168294
   27.600       -4.263020831       14171           1197958          1480207799
   27.700       -4.263020831       14171           1197958          1480247304
   27.800       -4.263020831       14171           1197958          1480286809
   27.900       -4.263020831       14171           1197958          1480326314
   28.000       -4.263020831       14171           1197958          1480365819
   28.100       -4.263020831       14171           1197958          1480405324
   28.200       -4.263020831       14171           1197958          1480444829
   28.300       -4.263020831       14171           1197958          1480484334
   28.400       -4.263020831       14171           1197958          1480523839
   28.500       -4.263020831       14171           1197958          1480563344
   28.600       -4.263020831       14171           1197958          1480602849
   28.700       -4.263020831       14171           1197958          1480642354
   28.800       -4.263020831       14171           1197958          1480681859
   28.900       -4.263020831       14171           1197958          1480721364
   29.000       -4.263020831       14171           1197958          1480760869
   29.100       -4.263020831       14171           1197958          1480800374
   29.200       -4.263020831       14171           1197958          1480839879
   29.300       -4.263020831       14171           1197958          1480879384
   29.400       -4.263020831       14171           1197958          1480918889
   29.500       -4.263020831       14171           1197958          1480958394
   29.600       -4.263020831       14171           1197958          1480997899
   29.700       -4.263020831       14171           1197958          1481037404
   29.800       -4.263020831       14171           1197958          1481076909
   29.900       -4.263020831       14171           1197958          1481116414
   30.000       -4.263020831       14171           1197958          1481155919
