#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -5.275451852           0                 0                   0
    0.500       -5.396557007         337              9254         18255726000
    1.000       -5.411539752         674             18508         18310382008
    1.500       -5.415992984        1011             27762         18365038016
    2.000       -5.417786205        1348             37016         18419694024
    2.500       -5.418584206        1685             46270         18474350032
    3.000       -5.418953935        2022             55524         18529006040
    3.500       -5.419128493        2359             64778         18583662048
    4.000       -5.419211794        2696             74032         18638318056
    4.500       -5.419251838        3033             83286         18692974064
    5.000       -5.419271225        3370             92540         18747630072
    5.500       -5.419280688        3707            101794         18802286080
    6.000       -5.419285358        4044            111048         18856942088
    6.500       -5.419287697        4381            120302         18911598096
    7.000       -5.419288892        4718            129556         18966254104
    7.500       -5.419289519        5055            138810         19020910112
    8.000       -5.419289859        5392            148064         19075566120
    8.500       -5.419290050        5729            157318         19130222128
    9.000       -5.419290163        6066            166572         19184878136
    9.500       -5.419290231        6403            175826         19239534144
   10.000       -5.419290275        6740            185080         19294190152
   10.500       -5.419290304        7077            194334         19348846160
   11.000       -5.419290323        7414            203588         19403502168
   11.500       -5.419290336        7751            212842         19458158176
   12.000       -5.419290346        8088            222096         19512814184
   12.500       -5.419290352        8425            231350         19567470192
   13.000       -5.419290357        8762            240604         19622126200
   13.500       -5.419290360        9099            249858         19676782208
   14.000       -5.419290362        9436            259112         19731438216
   14.500       -5.419290364        9773            268366         19786094224
   15.000       -5.419290365       10110            277620         19840750232
   15.500       -5.419290366       10447            286874         19895406240
   16.000       -5.419290367       10784            296128         19950062248
   16.500       -5.419290367       11121            305382         20004718256
   17.000       -5.419290368       11458            314636         20059374264
   17.500       -5.419290368       11795            323890         20114030272
   18.000       -5.419290368       12132            333144         20168686280
   18.500       -5.419290368       12469            342398         20223342288
   19.000       -5.419290368       12806            351652         20277998296
   19.500       -5.419290368       13143            360906         20332654304
   20.000       -5.419290368       13480            370160         20387310312
   20.500       -5.419290368       13813            379318         20441966320
   21.000       -5.419290368       14146            388476         20495930968
   21.500       -5.419290368       14475            397538         20549895616
   22.000       -5.419290368       14802            406576         20603169928
   22.500       -5.419290368       15129            415614         20656099456
   23.000       -5.419290368       15456            424652         20709028984
   23.500       -5.419290368       15783            433690         20761958512
   24.000       -5.419290368       16110            442728         20814888040
   24.500       -5.419290368       16437            451766         20867817568
   25.000       -5.419290368       16764            460804         20920747096
   25.500       -5.419290368       17091            469842         20973676624
   26.000       -5.419290368       17418            478880         21026606152
   26.500       -5.419290368       17745            487918         21079535680
   27.000       -5.419290368       18072            496956         21132465208
   27.500       -5.419290368       18399            505994         21185394736
   28.000       -5.419290368       18726            515032         21238324264
   28.500       -5.419290368       19053            524070         21291253792
   29.000       -5.419290368       19380            533108         21344183320
   29.500       -5.419290368       19707            542146         21397112848
   30.000       -5.419290368       20034            551184         21450042376
