#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   14.300       -5.416313533        2610            188600           466493616
   14.400       -5.416313533        2610            188600           466493616
   14.500       -5.416313533        2610            188600           466493616
   14.600       -5.416313533        2610            188600           466493616
   14.700       -5.416313533        2610            188600           466493616
   14.800       -5.416313533        2610            188600           466493616
   14.900       -5.416313533        2610            188600           466493616
   15.000       -5.416313533        2610            188600           466493616
   15.100       -5.416313533        2610            188600           466493616
   15.200       -5.416313533        2610            188600           466493616
   15.300       -5.416313533        2610            188600           466493616
   15.400       -5.416313533        2610            188600           466493616
   15.500       -5.416313533        2610            188600           466493616
   15.600       -5.416313533        2610            188600           466493616
   15.700       -5.416313533        2610            188600           466493616
   15.800       -5.416313533        2610            188600           466493616
   15.900       -5.416313533        2610            188600           466493616
   16.000       -5.416313533        2610            188600           466493616
   16.100       -5.416313533        2610            188600           466493616
   16.200       -5.416313533        2610            188600           466493616
   16.300       -5.416313533        2610            188600           466493616
   16.400       -5.416313533        2610            188600           466493616
   16.500       -5.416313533        2610            188600           466493616
   16.600       -5.416313533        2610            188600           466493616
   16.700       -5.416313533        2610            188600           466493616
   16.800       -5.416313533        2610            188600           466493616
   16.900       -5.416313533        2610            188600           466493616
   17.000       -5.416313533        2610            188600           466493616
   17.100       -5.416313533        2610            188600           466493616
   17.200       -5.416313533        2610            188600           466493616
   17.300       -5.416313533        2610            188600           466493616
   17.400       -5.416313533        2610            188600           466493616
   17.500       -5.416313533        2610            188600           466493616
   17.600       -5.416313533        2610            188600           466493616
   17.700       -5.416313533        2610            188600           466493616
   17.800       -5.416313533        2610            188600           466493616
   17.900       -5.416313533        2610            188600           466493616
   18.000       -5.416313533        2610            188600           466493616
   18.100       -5.416313533        2610            188600           466493616
   18.200       -5.416313533        2610            188600           466493616
   18.300       -5.416313533        2610            188600           466493616
   18.400       -5.416313533        2610            188600           466493616
   18.500       -5.416313533        2610            188600           466493616
   18.600       -5.416313533        2610            188600           466493616
   18.700       -5.416313533        2610            188600           466493616
   18.800       -5.416313533        2610            188600           466493616
   18.900       -5.416313533        2610            188600           466493616
   19.000       -5.416313533        2610            188600           466493616
   19.100       -5.416313533        2610            188600           466493616
   19.200       -5.416313533        2610            188600           466493616
   19.300       -5.416313533        2610            188600           466493616
   19.400       -5.416313533        2610            188600           466493616
   19.500       -5.416313533        2610            188600           466493616
   19.600       -5.416313533        2610            188600           466493616
   19.700       -5.416313533        2610            188600           466493616
   19.800       -5.416313533        2610            188600           466493616
   19.900       -5.416313533        2610            188600           466493616
   20.000       -5.416313533        2610            188600           466493616
   20.100       -5.416313533        2610            188600           466493616
   20.200       -5.416313533        2610            188600           466493616
   20.300       -5.416313533        2610            188600           466493616
   20.400       -5.416313533        2610            188600           466493616
   20.500       -5.416313533        2610            188600           466493616
   20.600       -5.416313533        2610            188600           466493616
   20.700       -5.416313533        2610            188600           466493616
   20.800       -5.416313533        2610            188600           466493616
   20.900       -5.416313533        2610            188600           466493616
   21.000       -5.416313533        2610            188600           466493616
   21.100       -5.416313533        2610            188600           466493616
   21.200       -5.416313533        2610            188600           466493616
   21.300       -5.416313533        2610            188600           466493616
   21.400       -5.416313533        2610            188600           466493616
   21.500       -5.416313533        2610            188600           466493616
   21.600       -5.416313533        2610            188600           466493616
   21.700       -5.416313533        2610            188600           466493616
   21.800       -5.416313533        2610            188600           466493616
   21.900       -5.416313533        2610            188600           466493616
   22.000       -5.416313533        2610            188600           466493616
   22.100       -5.416313533        2610            188600           466493616
   22.200       -5.416313533        2610            188600           466493616
   22.300       -5.416313533        2610            188600           466493616
   22.400       -5.416313533        2610            188600           466493616
   22.500       -5.416313533        2610            188600           466493616
   22.600       -5.416313533        2610            188600           466493616
   22.700       -5.416313533        2610            188600           466493616
   22.800       -5.416313533        2610            188600           466493616
   22.900       -5.416313533        2610            188600           466493616
   23.000       -5.416313533        2610            188600           466493616
   23.100       -5.416313533        2610            188600           466493616
   23.200       -5.416313533        2610            188600           466493616
   23.300       -5.416313533        2610            188600           466493616
   23.400       -5.416313533        2610            188600           466493616
   23.500       -5.416313533        2610            188600           466493616
   23.600       -5.416313533        2610            188600           466493616
   23.700       -5.416313533        2610            188600           466493616
   23.800       -5.416313533        2610            188600           466493616
   23.900       -5.416313533        2610            188600           466493616
   24.000       -5.416313533        2610            188600           466493616
   24.100       -5.416313533        2610            188600           466493616
   24.200       -5.416313533        2610            188600           466493616
   24.300       -5.416313533        2610            188600           466493616
   24.400       -5.416313533        2610            188600           466493616
   24.500       -5.416313533        2610            188600           466493616
   24.600       -5.416313533        2610            188600           466493616
   24.700       -5.416313533        2610            188600           466493616
   24.800       -5.416313533        2610            188600           466493616
   24.900       -5.416313533        2610            188600           466493616
   25.000       -5.416313533        2610            188600           466493616
