#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   18.600       -5.412353054       77934           2099196         17192130720
   18.700       -5.412353055       78353           2110482         17284004112
   18.800       -5.412353057       78772           2121768         17375877504
   18.900       -5.412353058       79191           2133054         17467750896
   19.000       -5.412353059       79610           2144340         17559624288
   19.100       -5.412353060       80029           2155626         17651497680
   19.200       -5.412353062       80448           2166912         17743371072
   19.300       -5.412353063       80867           2178198         17835244464
   19.400       -5.412353063       81286           2189484         17927117856
   19.500       -5.412353064       81705           2200770         18018991248
   19.600       -5.412353065       82124           2212056         18110864640
   19.700       -5.412353066       82543           2223342         18202738032
   19.800       -5.412353067       82962           2234628         18294611424
   19.900       -5.412353067       83381           2245914         18386484816
   20.000       -5.412353068       83800           2257200         18478358208
   20.100       -5.412353068       84219           2268486         18570231600
   20.200       -5.412353069       84638           2279772         18662104992
   20.300       -5.412353069       85057           2291058         18753978384
   20.400       -5.412353070       85476           2302344         18845851776
   20.500       -5.412353070       85895           2313630         18937725168
   20.600       -5.412353071       86314           2324916         19029598560
   20.700       -5.412353071       86733           2336202         19121471952
   20.800       -5.412353071       87152           2347488         19213345344
   20.900       -5.412353072       87571           2358774         19305218736
   21.000       -5.412353072       87990           2370060         19397092128
   21.100       -5.412353072       88409           2381346         19488965520
   21.200       -5.412353073       88828           2392632         19580838912
   21.300       -5.412353073       89247           2403918         19672712304
   21.400       -5.412353073       89666           2415204         19764585696
   21.500       -5.412353073       90085           2426490         19856459088
   21.600       -5.412353073       90504           2437776         19948332480
   21.700       -5.412353074       90923           2449062         20040205872
   21.800       -5.412353074       91342           2460348         20132079264
   21.900       -5.412353074       91761           2471634         20223952656
   22.000       -5.412353074       92180           2482920         20315826048
   22.100       -5.412353074       92599           2494206         20407699440
   22.200       -5.412353074       93018           2505492         20499572832
   22.300       -5.412353074       93437           2516778         20591446224
   22.400       -5.412353075       93856           2528064         20683319616
   22.500       -5.412353075       94275           2539350         20775193008
   22.600       -5.412353075       94694           2550636         20867066400
   22.700       -5.412353075       95113           2561922         20958939792
   22.800       -5.412353075       95532           2573208         21050813184
   22.900       -5.412353075       95951           2584494         21142686576
   23.000       -5.412353075       96370           2595780         21234559968
   23.100       -5.412353075       96789           2607066         21326433360
   23.200       -5.412353075       97208           2618352         21418306752
   23.300       -5.412353075       97627           2629638         21510180144
   23.400       -5.412353075       98046           2640924         21602053536
   23.500       -5.412353075       98465           2652210         21693926928
   23.600       -5.412353075       98884           2663496         21785800320
   23.700       -5.412353075       99303           2674782         21877673712
   23.800       -5.412353075       99722           2686068         21969547104
   23.900       -5.412353076      100141           2697354         22061420496
   24.000       -5.412353076      100560           2708640         22153293888
   24.100       -5.412353076      100979           2719926         22245167280
   24.200       -5.412353076      101398           2731212         22337040672
   24.300       -5.412353076      101817           2742498         22428914064
   24.400       -5.412353076      102236           2753784         22520787456
   24.500       -5.412353076      102655           2765070         22612660848
   24.600       -5.412353076      103074           2776356         22704534240
   24.700       -5.412353076      103493           2787642         22796407632
   24.800       -5.412353076      103912           2798928         22888281024
   24.900       -5.412353076      104329           2810158         22980154416
   25.000       -5.412353076      104746           2821388         23071561104
   25.100       -5.412353076      105163           2832618         23162967792
   25.200       -5.412353076      105580           2843848         23254374480
   25.300       -5.412353076      105997           2855078         23345781168
   25.400       -5.412353076      106414           2866308         23437187856
   25.500       -5.412353076      106831           2877538         23528594544
   25.600       -5.412353076      107248           2888768         23620001232
   25.700       -5.412353076      107665           2899998         23711407920
   25.800       -5.412353076      108082           2911228         23802814608
   25.900       -5.412353076      108499           2922458         23894221296
   26.000       -5.412353076      108916           2933688         23985627984
   26.100       -5.412353076      109333           2944918         24077034672
   26.200       -5.412353076      109750           2956148         24168441360
   26.300       -5.412353076      110167           2967378         24259848048
   26.400       -5.412353076      110584           2978608         24351254736
   26.500       -5.412353076      111001           2989838         24442661424
   26.600       -5.412353076      111416           3001026         24534068112
   26.700       -5.412353076      111831           3012214         24625008352
   26.800       -5.412353076      112246           3023402         24715948592
   26.900       -5.412353076      112661           3034590         24806888832
   27.000       -5.412353076      113076           3045778         24897829072
   27.100       -5.412353076      113491           3056966         24988769312
   27.200       -5.412353076      113906           3068154         25079709552
   27.300       -5.412353076      114321           3079342         25170649792
   27.400       -5.412353076      114736           3090530         25261590032
   27.500       -5.412353076      115151           3101718         25352530272
   27.600       -5.412353076      115566           3112906         25443470512
   27.700       -5.412353076      115981           3124094         25534410752
   27.800       -5.412353076      116396           3135282         25625350992
   27.900       -5.412353076      116811           3146470         25716291232
   28.000       -5.412353076      117226           3157658         25807231472
   28.100       -5.412353076      117641           3168846         25898171712
   28.200       -5.412353076      118056           3180034         25989111952
   28.300       -5.412353076      118471           3191222         26080052192
   28.400       -5.412353076      118886           3202410         26170992432
   28.500       -5.412353076      119301           3213598         26261932672
   28.600       -5.412353076      119716           3224786         26352872912
   28.700       -5.412353076      120131           3235974         26443813152
   28.800       -5.412353076      120546           3247162         26534753392
   28.900       -5.412353076      120961           3258350         26625693632
   29.000       -5.412353076      121376           3269538         26716633872
   29.100       -5.412353076      121791           3280726         26807574112
   29.200       -5.412353076      122206           3291914         26898514352
   29.300       -5.412353076      122619           3303046         26989454592
   29.400       -5.412353076      123032           3314178         27079928640
   29.500       -5.412353076      123445           3325310         27170402688
   29.600       -5.412353076      123858           3336442         27260876736
   29.700       -5.412353076      124271           3347574         27351350784
   29.800       -5.412353076      124684           3358706         27441824832
   29.900       -5.412353076      125097           3369838         27532298880
   30.000       -5.412353076      125510           3380970         27622772928
