#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -5.247617342           0             87056                   0
    0.500       -5.368531995         222             99028            47463600
    1.000       -5.391133730         316            103572            67175776
    1.500       -5.399422264         376            106384            79692736
    2.000       -5.403118359         402            107580            85088464
    2.500       -5.405426138         424            108608            89651264
    3.000       -5.406584095         435            109132            91928792
    3.500       -5.407321709         444            109532            93791648
    4.000       -5.407847563         452            109800            95447264
    4.500       -5.408240135         461            110212            97310120
    5.000       -5.408404886         465            110432            98137416
    5.500       -5.408540374         469            110568            98809522
    6.000       -5.408602986         472            110732            99429898
    6.500       -5.408602986         472            110732            99429898
    7.000       -5.408602986         472            110732            99429898
    7.500       -5.408602986         472            110732            99429898
    8.000       -5.408602986         472            110732            99429898
    8.500       -5.408602986         472            110732            99429898
    9.000       -5.408602986         472            110732            99429898
    9.500       -5.408602986         472            110732            99429898
   10.000       -5.408602986         472            110732            99429898
   10.500       -5.408602986         472            110732            99429898
   11.000       -5.408602986         472            110732            99429898
   11.500       -5.408602986         472            110732            99429898
   12.000       -5.408602986         472            110732            99429898
   12.500       -5.408602986         472            110732            99429898
   13.000       -5.408602986         472            110732            99429898
   13.500       -5.408602986         472            110732            99429898
   14.000       -5.408602986         472            110732            99429898
   14.500       -5.408602986         472            110732            99429898
   15.000       -5.408602986         472            110732            99429898
   15.500       -5.408602986         472            110732            99429898
   16.000       -5.408602986         472            110732            99429898
   16.500       -5.408602986         472            110732            99429898
   17.000       -5.408602986         472            110732            99429898
   17.500       -5.408602986         472            110732            99429898
   18.000       -5.408602986         472            110732            99429898
   18.500       -5.408602986         472            110732            99429898
   19.000       -5.408602986         472            110732            99429898
   19.500       -5.408602986         472            110732            99429898
   20.000       -5.408602986         472            110732            99429898
   20.500       -5.408602986         472            110732            99429898
   21.000       -5.408602986         472            110732            99429898
   21.500       -5.408602986         472            110732            99429898
   22.000       -5.408602986         472            110732            99429898
   22.500       -5.408602986         472            110732            99429898
   23.000       -5.408602986         472            110732            99429898
   23.500       -5.408602986         472            110732            99429898
   24.000       -5.408602986         472            110732            99429898
   24.500       -5.408602986         472            110732            99429898
   25.000       -5.408602986         472            110732            99429898
   25.500       -5.408602986         472            110732            99429898
   26.000       -5.408602986         472            110732            99429898
   26.500       -5.408602986         472            110732            99429898
   27.000       -5.408602986         472            110732            99429898
   27.500       -5.408602986         472            110732            99429898
   28.000       -5.408602986         472            110732            99429898
   28.500       -5.408602986         472            110732            99429898
   29.000       -5.408602986         472            110732            99429898
   29.500       -5.408602986         472            110732            99429898
   30.000       -5.408602986         472            110732            99429898
