#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -5.247617342           0             87056                   0
    0.500       -5.375414345         331            104924            71922328
    1.000       -5.397559682        1195            151960           723417370
    1.500       -5.405433347        1958            195612          1354854746
    2.000       -5.409158029        2584            230872          1836388154
    2.500       -5.411199332        3023            255380          2132355090
    3.000       -5.412438666        3416            276824          2446806858
    3.500       -5.413223934        3739            294324          2685372876
    4.000       -5.413751901        4060            311916          2936629668
    4.500       -5.414111745        4340            327004          3108439342
    5.000       -5.414370999        4625            342424          3314459776
    5.500       -5.414559508        4868            355188          3461882170
    6.000       -5.414698241        5103            367884          3635908580
    6.500       -5.414800882        5328            379688          3805287284
    7.000       -5.414881666        5552            391712          3924273686
    7.500       -5.414943859        5761            402744          4040717960
    8.000       -5.414992484        5960            413332          4144958664
    8.500       -5.415028518        6137            422592          4214045970
    9.000       -5.415057965        6314            432044          4291844250
    9.500       -5.415080327        6481            440852          4362554346
   10.000       -5.415098553        6647            449824          4435097338
   10.500       -5.415112382        6803            458068          4491348748
   11.000       -5.415123523        6955            466172          4546880044
   11.500       -5.415131968        7102            473984          4598621284
   12.000       -5.415140048        7248            481592          4641549916
   12.500       -5.415146880        7393            489320          4684258988
   13.000       -5.415151638        7533            496772          4718687948
   13.500       -5.415156937        7674            504264          4761664958
   14.000       -5.415161523        7810            511468          4798478166
   14.500       -5.415165419        7944            518640          4836810630
   15.000       -5.415168217        8074            525568          4874270614
   15.500       -5.415170318        8201            532368          4903293710
   16.000       -5.415171608        8327            539100          4935975662
   16.500       -5.415172875        8451            545692          4964992614
   17.000       -5.415173849        8576            552448          4997458014
   17.500       -5.415174561        8699            559068          5026259502
   18.000       -5.415175421        8821            565580          5053555302
   18.500       -5.415176075        8944            572184          5087530998
   19.000       -5.415176819        9066            578752          5116117086
   19.500       -5.415177119        9187            585268          5145774286
   20.000       -5.415177989        9309            591776          5171144734
   20.500       -5.415178393        9429            598212          5194802734
   21.000       -5.415178991        9549            604624          5218941784
   21.500       -5.415179321        9668            611000          5245592920
   22.000       -5.415179643        9787            617336          5268396232
   22.500       -5.415180034        9907            623760          5294618296
   23.000       -5.415180511       10028            630264          5319774368
   23.500       -5.415181104       10148            636684          5346640328
   24.000       -5.415181313       10266            643008          5369870664
   24.500       -5.415181318       10384            649348          5392460368
   25.000       -5.415181418       10502            655640          5415050072
   25.500       -5.415181821       10621            661992          5439135608
   26.000       -5.415182049       10739            668312          5461725312
   26.500       -5.415182119       10857            674640          5484315016
   27.000       -5.415182349       10975            680972          5506744562
   27.500       -5.415182352       11092            687240          5529120722
   28.000       -5.415182353       11209            693508          5551496882
   28.500       -5.415182354       11326            699776          5573873042
   29.000       -5.415182370       11444            706096          5596462746
   29.500       -5.415182371       11562            712436          5619052450
   30.000       -5.415182372       11680            718776          5641642154
