#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -4.686462500           0             60368                   0
    0.500       -4.853527712         299             76764            48129432
    1.000       -4.925569380        1796            165160          1602319728
    1.500       -4.964453915        4202            309092          8109990360
    2.000       -4.988928262        7899            536160         44886586018
    2.500       -5.005453886       12508            823644        122332670012
    3.000       -5.016873406       17738           1149684        321032135166
    3.500       -5.024933833       23475           1508852        746056164286
    4.000       -5.030662144       29577           1892348        1664675378254
    4.500       -5.034798487       35999           2299224        3189278393710
    5.000       -5.037809492       42453           2708060        5519018044622
    5.500       -5.040029629       48918           3121212        8584873725374
    6.000       -5.041696734       55206           3521596        11597355935048
    6.500       -5.042953481       61329           3913448        16240275344816
    7.000       -5.043920675       67231           4290436        21256822375896
    7.500       -5.044671623       72953           4655712        27337330379392
    8.000       -5.045262072       78459           5006988        34788927340160
    8.500       -5.045728257       83779           5347280        41726770401450
    9.000       -5.046102988       88940           5676988        49556980597282
    9.500       -5.046405227       93923           5996180        58611453025690
   10.000       -5.046651235       98747           6304908        69063463839466
   10.500       -5.046852718      103425           6604488        79449016350770
   11.000       -5.047019338      107939           6893536        91117887438626
   11.500       -5.047157662      112271           7170796        102929292815522
   12.000       -5.047272855      116432           7437328        116104665116090
   12.500       -5.047369981      120448           7694432        128157296009378
   13.000       -5.047451601      124350           7944140        140839617026468
   13.500       -5.047520952      128127           8186020        155487005169548
   14.000       -5.047579842      131752           8417764        170096427549102
   14.500       -5.047629624      135277           8643192        184829350816896
   15.000       -5.047672714      138679           8860344        199454841129066
   15.500       -5.047709862      141998           9072700        215251151759212
   16.000       -5.047741265      145200           9277624        229884357600398
   16.500       -5.047769042      148309           9476416        244285370086344
   17.000       -5.047793301      151315           9669360        258027403868466
   17.500       -5.047813798      154193           9853688        271487919704524
   18.000       -5.047832018      156986          10032224        285470087691118
   18.500       -5.047847930      159685          10204312        300274886551720
   19.000       -5.047861523      162336          10373800        315082750621378
   19.500       -5.047873760      164925          10538764        330148433778244
   20.000       -5.047884244      167416          10697276        344081392794086
   20.500       -5.047893789      169868          10853624        358366944907824
   21.000       -5.047901868      172243          11005188        373093083104658
   21.500       -5.047909236      174571          11153544        386885911087692
   22.000       -5.047915679      176828          11297092        401109805774150
   22.500       -5.047921557      179052          11438600        415736652200576
   23.000       -5.047926668      181224          11577152        430510360459682
   23.500       -5.047931233      183327          11711096        444807048752420
   24.000       -5.047935290      185390          11842648        459335559799934
   24.500       -5.047938923      187403          11970628        473679105365288
   25.000       -5.047942130      189356          12094668        488201475283202
   25.500       -5.047944941      191288          12217892        503128392168740
   26.000       -5.047947633      193170          12337156        516351323828070
   26.500       -5.047950065      195028          12455164        529696188692416
   27.000       -5.047952157      196849          12570668        542803926673474
   27.500       -5.047954110      198646          12684668        556435774533844
   28.000       -5.047955849      200404          12796544        569524303436830
   28.500       -5.047957432      202131          12905964        582494354232400
   29.000       -5.047958804      203823          13013372        595389570174226
   29.500       -5.047960066      205487          13118804        607771863057988
   30.000       -5.047961210      207126          13222832        620864427382334
