#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   12.700       -5.023592780       42799           1175258          7035899808
   12.800       -5.023594502       43136           1184512          7090555816
   12.900       -5.023596108       43473           1193766          7145211824
   13.000       -5.023597606       43810           1203020          7199867832
   13.100       -5.023599004       44147           1212274          7254523840
   13.200       -5.023600308       44484           1221528          7309179848
   13.300       -5.023601524       44821           1230782          7363835856
   13.400       -5.023602659       45158           1240036          7418491864
   13.500       -5.023603718       45495           1249290          7473147872
   13.600       -5.023604706       45832           1258544          7527803880
   13.700       -5.023605628       46169           1267798          7582459888
   13.800       -5.023606488       46506           1277052          7637115896
   13.900       -5.023607291       46843           1286306          7691771904
   14.000       -5.023608040       47180           1295560          7746427912
   14.100       -5.023608739       47517           1304814          7801083920
   14.200       -5.023609392       47854           1314068          7855739928
   14.300       -5.023610001       48191           1323322          7910395936
   14.400       -5.023610569       48528           1332576          7965051944
   14.500       -5.023611100       48865           1341830          8019707952
   14.600       -5.023611595       49202           1351084          8074363960
   14.700       -5.023612057       49539           1360338          8129019968
   14.800       -5.023612489       49876           1369592          8183675976
   14.900       -5.023612891       50213           1378846          8238331984
   15.000       -5.023613268       50550           1388100          8292987992
   15.100       -5.023613619       50887           1397354          8347644000
   15.200       -5.023613947       51224           1406608          8402300008
   15.300       -5.023614253       51561           1415862          8456956016
   15.400       -5.023614539       51898           1425116          8511612024
   15.500       -5.023614805       52235           1434370          8566268032
   15.600       -5.023615055       52572           1443624          8620924040
   15.700       -5.023615287       52909           1452878          8675580048
   15.800       -5.023615505       53246           1462132          8730236056
   15.900       -5.023615708       53583           1471386          8784892064
   16.000       -5.023615898       53920           1480640          8839548072
   16.100       -5.023616075       54257           1489894          8894204080
   16.200       -5.023616240       54594           1499148          8948860088
   16.300       -5.023616395       54931           1508402          9003516096
   16.400       -5.023616539       55268           1517656          9058172104
   16.500       -5.023616674       55605           1526910          9112828112
   16.600       -5.023616800       55942           1536164          9167484120
   16.700       -5.023616918       56279           1545418          9222140128
   16.800       -5.023617028       56616           1554672          9276796136
   16.900       -5.023617131       56953           1563926          9331452144
   17.000       -5.023617227       57290           1573180          9386108152
   17.100       -5.023617316       57627           1582434          9440764160
   17.200       -5.023617400       57964           1591688          9495420168
   17.300       -5.023617479       58301           1600942          9550076176
   17.400       -5.023617552       58638           1610196          9604732184
   17.500       -5.023617620       58975           1619450          9659388192
   17.600       -5.023617685       59312           1628704          9714044200
   17.700       -5.023617744       59649           1637958          9768700208
   17.800       -5.023617800       59986           1647212          9823356216
   17.900       -5.023617853       60323           1656466          9878012224
   18.000       -5.023617902       60660           1665720          9932668232
   18.100       -5.023617947       60997           1674974          9987324240
   18.200       -5.023617990       61334           1684228         10041980248
   18.300       -5.023618030       61671           1693482         10096636256
   18.400       -5.023618068       62008           1702736         10151292264
   18.500       -5.023618103       62345           1711990         10205948272
   18.600       -5.023618135       62682           1721244         10260604280
   18.700       -5.023618166       63019           1730498         10315260288
   18.800       -5.023618194       63356           1739752         10369916296
   18.900       -5.023618221       63693           1749006         10424572304
   19.000       -5.023618246       64030           1758260         10479228312
   19.100       -5.023618270       64367           1767514         10533884320
   19.200       -5.023618292       64704           1776768         10588540328
   19.300       -5.023618312       65041           1786022         10643196336
   19.400       -5.023618331       65378           1795276         10697852344
   19.500       -5.023618349       65715           1804530         10752508352
   19.600       -5.023618366       66052           1813784         10807164360
   19.700       -5.023618382       66389           1823038         10861820368
   19.800       -5.023618397       66726           1832292         10916476376
   19.900       -5.023618410       67063           1841546         10971132384
   20.000       -5.023618423       67400           1850800         11025788392
   20.100       -5.023618436       67737           1860054         11080444400
   20.200       -5.023618447       68074           1869308         11135100408
   20.300       -5.023618457       68411           1878562         11189756416
   20.400       -5.023618467       68748           1887816         11244412424
   20.500       -5.023618477       69085           1897070         11299068432
   20.600       -5.023618485       69422           1906324         11353724440
   20.700       -5.023618494       69759           1915578         11408380448
   20.800       -5.023618501       70096           1924832         11463036456
   20.900       -5.023618508       70433           1934086         11517692464
   21.000       -5.023618515       70770           1943340         11572348472
   21.100       -5.023618521       71107           1952594         11627004480
   21.200       -5.023618527       71444           1961848         11681660488
   21.300       -5.023618533       71781           1971102         11736316496
   21.400       -5.023618538       72118           1980356         11790972504
   21.500       -5.023618543       72455           1989610         11845628512
   21.600       -5.023618547       72792           1998864         11900284520
   21.700       -5.023618552       73129           2008118         11954940528
   21.800       -5.023618556       73466           2017372         12009596536
   21.900       -5.023618559       73803           2026626         12064252544
   22.000       -5.023618563       74140           2035880         12118908552
   22.100       -5.023618566       74477           2045134         12173564560
   22.200       -5.023618569       74814           2054388         12228220568
   22.300       -5.023618572       75151           2063642         12282876576
   22.400       -5.023618575       75488           2072896         12337532584
   22.500       -5.023618577       75825           2082150         12392188592
   22.600       -5.023618580       76162           2091404         12446844600
   22.700       -5.023618582       76499           2100658         12501500608
   22.800       -5.023618584       76836           2109912         12556156616
   22.900       -5.023618586       77173           2119166         12610812624
   23.000       -5.023618588       77510           2128420         12665468632
   23.100       -5.023618590       77847           2137674         12720124640
   23.200       -5.023618591       78184           2146928         12774780648
   23.300       -5.023618593       78521           2156182         12829436656
   23.400       -5.023618594       78858           2165436         12884092664
   23.500       -5.023618596       79195           2174690         12938748672
   23.600       -5.023618597       79532           2183944         12993404680
   23.700       -5.023618598       79869           2193198         13048060688
   23.800       -5.023618599       80206           2202452         13102716696
   23.900       -5.023618600       80543           2211706         13157372704
   24.000       -5.023618601       80880           2220960         13212028712
   24.100       -5.023618602       81217           2230214         13266684720
   24.200       -5.023618603       81554           2239468         13321340728
   24.300       -5.023618604       81891           2248722         13375996736
   24.400       -5.023618605       82228           2257976         13430652744
   24.500       -5.023618605       82565           2267230         13485308752
   24.600       -5.023618606       82902           2276484         13539964760
   24.700       -5.023618607       83239           2285738         13594620768
   24.800       -5.023618607       83576           2294992         13649276776
   24.900       -5.023618608       83913           2304246         13703932784
   25.000       -5.023618608       84250           2313500         13758588792
   25.100       -5.023618609       84587           2322754         13813244800
   25.200       -5.023618609       84924           2332008         13867900808
   25.300       -5.023618610       85261           2341262         13922556816
   25.400       -5.023618610       85598           2350516         13977212824
   25.500       -5.023618611       85935           2359770         14031868832
   25.600       -5.023618611       86272           2369024         14086524840
   25.700       -5.023618611       86609           2378278         14141180848
   25.800       -5.023618612       86946           2387532         14195836856
   25.900       -5.023618612       87283           2396786         14250492864
   26.000       -5.023618612       87620           2406040         14305148872
   26.100       -5.023618613       87957           2415294         14359804880
   26.200       -5.023618613       88294           2424548         14414460888
   26.300       -5.023618613       88631           2433802         14469116896
   26.400       -5.023618613       88968           2443056         14523772904
   26.500       -5.023618614       89305           2452310         14578428912
   26.600       -5.023618614       89642           2461564         14633084920
   26.700       -5.023618614       89979           2470818         14687740928
   26.800       -5.023618614       90316           2480072         14742396936
   26.900       -5.023618614       90653           2489326         14797052944
   27.000       -5.023618614       90990           2498580         14851708952
   27.100       -5.023618615       91327           2507834         14906364960
   27.200       -5.023618615       91664           2517088         14961020968
   27.300       -5.023618615       92001           2526342         15015676976
   27.400       -5.023618615       92338           2535596         15070332984
   27.500       -5.023618615       92675           2544850         15124988992
   27.600       -5.023618615       93012           2554104         15179645000
   27.700       -5.023618615       93349           2563358         15234301008
   27.800       -5.023618615       93686           2572612         15288957016
   27.900       -5.023618616       94023           2581866         15343613024
   28.000       -5.023618616       94360           2591120         15398269032
   28.100       -5.023618616       94697           2600374         15452925040
   28.200       -5.023618616       95034           2609628         15507581048
   28.300       -5.023618616       95371           2618882         15562237056
   28.400       -5.023618616       95708           2628136         15616893064
   28.500       -5.023618616       96045           2637390         15671549072
   28.600       -5.023618616       96382           2646644         15726205080
   28.700       -5.023618616       96719           2655898         15780861088
   28.800       -5.023618616       97056           2665152         15835517096
   28.900       -5.023618616       97393           2674406         15890173104
   29.000       -5.023618616       97730           2683660         15944829112
   29.100       -5.023618616       98067           2692914         15999485120
   29.200       -5.023618616       98404           2702168         16054141128
   29.300       -5.023618616       98741           2711422         16108797136
   29.400       -5.023618616       99078           2720676         16163453144
   29.500       -5.023618616       99415           2729930         16218109152
   29.600       -5.023618617       99752           2739184         16272765160
   29.700       -5.023618617      100089           2748438         16327421168
   29.800       -5.023618617      100426           2757692         16382077176
   29.900       -5.023618617      100763           2766946         16436733184
   30.000       -5.023618617      101100           2776200         16491389192
