#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -4.686462500           0                 0                   0
    0.100       -4.726267297         337              9254           149242800
    0.200       -4.760465151         674             18508           203898808
    0.300       -4.789843139        1011             27762           258554816
    0.400       -4.815113922        1348             37016           313210824
    0.500       -4.836905736        1685             46270           367866832
    0.600       -4.855761326        2022             55524           422522840
    0.700       -4.872142663        2359             64778           477178848
    0.800       -4.886438810        2696             74032           531834856
    0.900       -4.898975055        3033             83286           586490864
    1.000       -4.910022109        3370             92540           641146872
    1.100       -4.919804700        3707            101794           695802880
    1.200       -4.928509211        4044            111048           750458888
    1.300       -4.936290292        4381            120302           805114896
    1.400       -4.943276450        4718            129556           859770904
    1.500       -4.949574715        5055            138810           914426912
    1.600       -4.955274503        5392            148064           969082920
    1.700       -4.960450781        5729            157318          1023738928
    1.800       -4.965166661        6066            166572          1078394936
    1.900       -4.969475513        6403            175826          1133050944
    2.000       -4.973422691        6740            185080          1187706952
    2.100       -4.977046931        7077            194334          1242362960
    2.200       -4.980381494        7414            203588          1297018968
    2.300       -4.983455100        7751            212842          1351674976
    2.400       -4.986292680        8088            222096          1406330984
    2.500       -4.988916000        8425            231350          1460986992
    2.600       -4.991344171        8762            240604          1515643000
    2.700       -4.993594056        9099            249858          1570299008
    2.800       -4.995680621        9436            259112          1624955016
    2.900       -4.997617211        9773            268366          1679611024
    3.000       -4.999415784       10110            277620          1734267032
    3.100       -5.001087104       10447            286874          1788923040
    3.200       -5.002640898       10784            296128          1843579048
    3.300       -5.004085994       11121            305382          1898235056
    3.400       -5.005430433       11458            314636          1952891064
    3.500       -5.006681556       11795            323890          2007547072
    3.600       -5.007846093       12132            333144          2062203080
    3.700       -5.008930223       12469            342398          2116859088
    3.800       -5.009939635       12806            351652          2171515096
    3.900       -5.010879580       13143            360906          2226171104
    4.000       -5.011754906       13480            370160          2280827112
    4.100       -5.012570103       13817            379414          2335483120
    4.200       -5.013329331       14154            388668          2390139128
    4.300       -5.014036450       14491            397922          2444795136
    4.400       -5.014695042       14828            407176          2499451144
    4.500       -5.015308441       15165            416430          2554107152
    4.600       -5.015879741       15502            425684          2608763160
    4.700       -5.016411828       15839            434938          2663419168
    4.800       -5.016907382       16176            444192          2718075176
    4.900       -5.017368904       16513            453446          2772731184
    5.000       -5.017798719       16850            462700          2827387192
    5.100       -5.018198998       17187            471954          2882043200
    5.200       -5.018571760       17524            481208          2936699208
    5.300       -5.018918888       17861            490462          2991355216
    5.400       -5.019242138       18198            499716          3046011224
    5.500       -5.019543145       18535            508970          3100667232
    5.600       -5.019823433       18872            518224          3155323240
    5.700       -5.020084424       19209            527478          3209979248
    5.800       -5.020327442       19546            536732          3264635256
    5.900       -5.020553721       19883            545986          3319291264
    6.000       -5.020764411       20220            555240          3373947272
    6.100       -5.020960584       20557            564494          3428603280
    6.200       -5.021143238       20894            573748          3483259288
    6.300       -5.021313305       21231            583002          3537915296
    6.400       -5.021471651       21568            592256          3592571304
    6.500       -5.021619083       21905            601510          3647227312
    6.600       -5.021756355       22242            610764          3701883320
    6.700       -5.021884166       22579            620018          3756539328
    6.800       -5.022003169       22916            629272          3811195336
    6.900       -5.022113971       23253            638526          3865851344
    7.000       -5.022217140       23590            647780          3920507352
    7.100       -5.022313202       23927            657034          3975163360
    7.200       -5.022402647       24264            666288          4029819368
    7.300       -5.022485933       24601            675542          4084475376
    7.400       -5.022563485       24938            684796          4139131384
    7.500       -5.022635699       25275            694050          4193787392
    7.600       -5.022702944       25612            703304          4248443400
    7.700       -5.022765563       25949            712558          4303099408
    7.800       -5.022823875       26286            721812          4357755416
    7.900       -5.022878178       26623            731066          4412411424
    8.000       -5.022928749       26960            740320          4467067432
    8.100       -5.022975845       27297            749574          4521723440
    8.200       -5.023019707       27634            758828          4576379448
    8.300       -5.023060557       27971            768082          4631035456
    8.400       -5.023098604       28308            777336          4685691464
    8.500       -5.023134041       28645            786590          4740347472
    8.600       -5.023167047       28982            795844          4795003480
    8.700       -5.023197791       29319            805098          4849659488
    8.800       -5.023226428       29656            814352          4904315496
    8.900       -5.023253104       29993            823606          4958971504
    9.000       -5.023277954       30330            832860          5013627512
    9.100       -5.023301103       30667            842114          5068283520
    9.200       -5.023322668       31004            851368          5122939528
    9.300       -5.023342759       31341            860622          5177595536
    9.400       -5.023361477       31678            869876          5232251544
    9.500       -5.023378916       32015            879130          5286907552
    9.600       -5.023395165       32352            888384          5341563560
    9.700       -5.023410305       32689            897638          5396219568
    9.800       -5.023424411       33026            906892          5450875576
    9.900       -5.023437556       33363            916146          5505531584
   10.000       -5.023449805       33700            925400          5560187592
   10.100       -5.023461220       34037            934654          5614843600
   10.200       -5.023471857       34374            943908          5669499608
   10.300       -5.023481771       34711            953162          5724155616
   10.400       -5.023491010       35048            962416          5778811624
   10.500       -5.023499621       35385            971670          5833467632
   10.600       -5.023507647       35722            980924          5888123640
   10.700       -5.023515127       36059            990178          5942779648
   10.800       -5.023522100       36396            999432          5997435656
   10.900       -5.023528599       36733           1008686          6052091664
   11.000       -5.023534658       37070           1017940          6106747672
   11.100       -5.023540306       37407           1027194          6161403680
   11.200       -5.023545571       37744           1036448          6216059688
   11.300       -5.023550480       38081           1045702          6270715696
   11.400       -5.023555056       38418           1054956          6325371704
   11.500       -5.023559322       38755           1064210          6380027712
   11.600       -5.023563300       39092           1073464          6434683720
   11.700       -5.023567010       39429           1082718          6489339728
   11.800       -5.023570468       39766           1091972          6543995736
   11.900       -5.023573693       40103           1101226          6598651744
   12.000       -5.023576700       40440           1110480          6653307752
   12.100       -5.023579505       40777           1119734          6707963760
   12.200       -5.023582120       41114           1128988          6762619768
   12.300       -5.023584559       41451           1138242          6817275776
   12.400       -5.023586834       41788           1147496          6871931784
   12.500       -5.023588956       42125           1156750          6926587792
   12.600       -5.023590935       42462           1166004          6981243800
