#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -4.686462500           0             60368                   0
    0.500       -4.852687590         239             73308            38012472
    1.000       -4.924003515         812            104536           298486560
    1.500       -4.962654769        1911            168656          1226456584
    2.000       -4.987159640        3221            245196          2637582064
    2.500       -5.003739895        4740            333092          5686461560
    3.000       -5.015314060        6457            434340         11178509040
    3.500       -5.023516136        8178            536060         19487660592
    4.000       -5.029372731        9948            640472         31808394816
    4.500       -5.033611797       11683            743460         48037519816
    5.000       -5.036695209       13364            842948         67300756088
    5.500       -5.038963913       14981            938572         93911489864
    6.000       -5.040662518       16524           1029724        136185467760
    6.500       -5.041947714       18038           1120024        183835170792
    7.000       -5.042930771       19479           1205140        245508233224
    7.500       -5.043688685       20858           1287140        329202450376
    8.000       -5.044278380       22178           1366104        427300570288
    8.500       -5.044748604       23399           1438640        513638593816
    9.000       -5.045124817       24571           1509256        767747493136
    9.500       -5.045421077       25646           1573940        1031326452056
   10.000       -5.045655985       26650           1634316        1333449863312
   10.500       -5.045845428       27618           1692748        1644925001816
   11.000       -5.046003768       28555           1749456        1958979132504
   11.500       -5.046135496       29449           1803564        2303828992536
   12.000       -5.046246441       30312           1855984        2609110183080
   12.500       -5.046336975       31141           1906848        2947016848336
   13.000       -5.046414688       31942           1955652        3377466337048
   13.500       -5.046482579       32708           2002564        3797725682000
   14.000       -5.046541174       33449           2047320        4215425325560
   14.500       -5.046590514       34166           2091192        4621733640056
   15.000       -5.046634735       34868           2133960        5033239117832
   15.500       -5.046671212       35544           2175404        5447015898120
   16.000       -5.046704192       36203           2215908        5849211639072
   16.500       -5.046731089       36833           2254832        6403039823712
   17.000       -5.046757176       37436           2291908        6918490222608
   17.500       -5.046777990       38019           2328072        7451262274192
   18.000       -5.046795794       38581           2362868        7965460289408
   18.500       -5.046811856       39127           2396636        8495571353480
   19.000       -5.046825867       39659           2429784        9014268763296
   19.500       -5.046838023       40174           2461680        9530188617960
   20.000       -5.046849247       40669           2492444        10034232794280
   20.500       -5.046858277       41150           2522164        10527986712640
   21.000       -5.046865038       41616           2551524        11047981685072
   21.500       -5.046871997       42076           2580392        11580109468632
   22.000       -5.046878311       42517           2607920        12139384406184
   22.500       -5.046883386       42945           2634868        12699595784232
   23.000       -5.046887903       43361           2661076        13245419583024
   23.500       -5.046892277       43771           2686992        13793495574288
   24.000       -5.046895354       44177           2712824        14350905113680
   24.500       -5.046898256       44574           2738072        14900670214640
   25.000       -5.046901564       44966           2762936        15436392970400
   25.500       -5.046904495       45352           2787352        15970962298688
   26.000       -5.046906392       45734           2811620        16513664427768
   26.500       -5.046908594       46112           2835676        17039363866176
   27.000       -5.046910249       46482           2859292        17563382726896
   27.500       -5.046911624       46852           2882800        18095765484320
   28.000       -5.046912883       47218           2906048        18620742595952
   28.500       -5.046913911       47580           2929156        19142045013272
   29.000       -5.046914787       47939           2952016        19662036352136
   29.500       -5.046915610       48293           2974472        20176540584728
   30.000       -5.046916388       48644           2996756        20689498086656
