#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   12.300       -5.023394853       12848            754756          6408963410
   12.400       -5.023404334       12868            755804          6444303434
   12.500       -5.023414933       12888            756756          6476397578
   12.600       -5.023425529       12907            757740          6510868962
   12.700       -5.023437655       12926            758728          6538876426
   12.800       -5.023449145       12945            759676          6569463698
   12.900       -5.023459063       12963            760596          6601773914
   13.000       -5.023465201       12980            761440          6644300570
   13.100       -5.023475799       12997            762312          6675097706
   13.200       -5.023483943       13014            763168          6709134962
   13.300       -5.023491164       13030            764008          6735846954
   13.400       -5.023498568       13045            764844          6766859778
   13.500       -5.023506049       13059            765640          6793142250
   13.600       -5.023513264       13072            766380          6815365114
   13.700       -5.023518611       13084            766956          6836740714
   13.800       -5.023524205       13096            767612          6859390282
   13.900       -5.023528317       13108            768272          6885887098
   14.000       -5.023533211       13119            768896          6908323090
   14.100       -5.023537700       13129            769380          6924185330
   14.200       -5.023541647       13139            769884          6940047570
   14.300       -5.023545602       13148            770312          6955698282
   14.400       -5.023549459       13157            770728          6972618354
   14.500       -5.023552618       13166            771184          6992078298
   14.600       -5.023555661       13175            771648          7010264274
   14.700       -5.023558499       13183            772068          7024436850
   14.800       -5.023561435       13191            772488          7038609426
   14.900       -5.023562798       13198            772816          7052570986
   15.000       -5.023564819       13205            773176          7067165402
   15.100       -5.023566762       13212            773520          7081759818
   15.200       -5.023568905       13219            773872          7096354234
   15.300       -5.023569816       13225            774176          7110104842
   15.400       -5.023570730       13231            774464          7123855450
   15.500       -5.023571803       13237            774752          7138238722
   15.600       -5.023572744       13243            775040          7152621994
   15.700       -5.023573797       13249            775324          7167005266
   15.800       -5.023574964       13255            775628          7181388538
   15.900       -5.023575036       13261            775932          7198302466
   16.000       -5.023576215       13267            776236          7212685738
   16.100       -5.023577283       13273            776540          7227069010
   16.200       -5.023577283       13278            776768          7240608730
   16.300       -5.023577284       13283            776996          7254148450
   16.400       -5.023577284       13288            777224          7267688170
   16.500       -5.023577284       13293            777452          7281227890
   16.600       -5.023577285       13298            777680          7294767610
   16.700       -5.023577285       13303            777908          7308307330
   16.800       -5.023577285       13308            778136          7321847050
   16.900       -5.023577285       13313            778364          7335386770
   17.000       -5.023577285       13318            778592          7348926490
   17.100       -5.023577286       13323            778820          7362466210
   17.200       -5.023577286       13328            779048          7376005930
   17.300       -5.023577286       13333            779276          7389545650
   17.400       -5.023577286       13338            779504          7403085370
   17.500       -5.023577286       13343            779732          7416625090
   17.600       -5.023577286       13348            779960          7430164810
   17.700       -5.023577286       13353            780188          7443704530
   17.800       -5.023577286       13358            780416          7457244250
   17.900       -5.023577286       13363            780644          7470783970
   18.000       -5.023577286       13368            780872          7484323690
   18.100       -5.023577286       13373            781100          7497863410
   18.200       -5.023577286       13378            781328          7511403130
   18.300       -5.023577286       13383            781556          7524942850
   18.400       -5.023577286       13388            781784          7538482570
   18.500       -5.023577286       13393            782012          7552022290
   18.600       -5.023577287       13398            782240          7565562010
   18.700       -5.023577287       13403            782468          7579101730
   18.800       -5.023577287       13408            782696          7592641450
   18.900       -5.023577287       13413            782924          7606181170
   19.000       -5.023577287       13418            783152          7619720890
   19.100       -5.023577287       13423            783380          7633260610
   19.200       -5.023577287       13428            783608          7646800330
   19.300       -5.023577287       13433            783836          7660340050
   19.400       -5.023577287       13438            784064          7673879770
   19.500       -5.023577287       13443            784292          7687419490
   19.600       -5.023577287       13448            784520          7700959210
   19.700       -5.023577287       13453            784748          7714498930
   19.800       -5.023577287       13458            784976          7728038650
   19.900       -5.023577287       13463            785204          7741578370
   20.000       -5.023577287       13468            785432          7755118090
   20.100       -5.023577287       13473            785660          7768657810
   20.200       -5.023577287       13478            785888          7782197530
   20.300       -5.023577287       13483            786116          7795737250
   20.400       -5.023577287       13488            786344          7809276970
   20.500       -5.023577287       13493            786572          7822816690
   20.600       -5.023577287       13498            786800          7836356410
   20.700       -5.023577287       13503            787028          7849896130
   20.800       -5.023577287       13508            787256          7863435850
   20.900       -5.023577287       13513            787484          7876975570
   21.000       -5.023577287       13518            787712          7890515290
   21.100       -5.023577287       13523            787940          7904055010
   21.200       -5.023577287       13528            788168          7917594730
   21.300       -5.023577287       13533            788396          7931134450
   21.400       -5.023577287       13538            788624          7944674170
   21.500       -5.023577287       13543            788852          7958213890
   21.600       -5.023577287       13548            789080          7971753610
   21.700       -5.023577287       13553            789308          7985293330
   21.800       -5.023577287       13558            789536          7998833050
   21.900       -5.023577287       13563            789764          8012372770
   22.000       -5.023577287       13568            789992          8025912490
   22.100       -5.023577287       13573            790220          8039452210
   22.200       -5.023577287       13578            790448          8052991930
   22.300       -5.023577287       13583            790676          8066531650
   22.400       -5.023577287       13588            790904          8080071370
   22.500       -5.023577287       13593            791132          8093611090
   22.600       -5.023577287       13598            791360          8107150810
   22.700       -5.023577287       13603            791588          8120690530
   22.800       -5.023577287       13608            791816          8134230250
   22.900       -5.023577287       13613            792044          8147769970
   23.000       -5.023577287       13618            792272          8161309690
   23.100       -5.023577287       13623            792500          8174849410
   23.200       -5.023577287       13628            792728          8188389130
   23.300       -5.023577287       13633            792956          8201928850
   23.400       -5.023577287       13638            793184          8215468570
   23.500       -5.023577287       13643            793412          8229008290
   23.600       -5.023577287       13648            793640          8242548010
   23.700       -5.023577287       13653            793868          8256087730
   23.800       -5.023577287       13658            794096          8269627450
   23.900       -5.023577287       13663            794324          8283167170
   24.000       -5.023577287       13668            794552          8296706890
   24.100       -5.023577287       13673            794780          8310246610
   24.200       -5.023577287       13678            795008          8323786330
   24.300       -5.023577287       13683            795236          8337326050
   24.400       -5.023577287       13688            795464          8350865770
   24.500       -5.023577287       13693            795692          8364405490
   24.600       -5.023577287       13698            795920          8377945210
   24.700       -5.023577287       13703            796148          8391484930
   24.800       -5.023577287       13708            796376          8405024650
   24.900       -5.023577287       13713            796604          8418564370
   25.000       -5.023577287       13718            796832          8432104090
   25.100       -5.023577287       13723            797060          8445643810
   25.200       -5.023577287       13728            797288          8459183530
   25.300       -5.023577287       13733            797516          8472723250
   25.400       -5.023577287       13738            797744          8486262970
   25.500       -5.023577287       13743            797972          8499802690
   25.600       -5.023577287       13748            798200          8513342410
   25.700       -5.023577287       13753            798428          8526882130
   25.800       -5.023577287       13758            798656          8540421850
   25.900       -5.023577287       13763            798884          8553961570
   26.000       -5.023577287       13768            799112          8567501290
   26.100       -5.023577287       13773            799340          8581041010
   26.200       -5.023577287       13778            799568          8594580730
   26.300       -5.023577287       13783            799796          8608120450
   26.400       -5.023577287       13788            800024          8621660170
   26.500       -5.023577287       13793            800252          8635199890
   26.600       -5.023577287       13798            800480          8648739610
   26.700       -5.023577287       13803            800708          8662279330
   26.800       -5.023577287       13808            800936          8675819050
   26.900       -5.023577287       13813            801164          8689358770
   27.000       -5.023577287       13818            801392          8702898490
   27.100       -5.023577287       13823            801620          8716438210
   27.200       -5.023577287       13828            801848          8729977930
   27.300       -5.023577287       13833            802076          8743517650
   27.400       -5.023577287       13838            802304          8757057370
   27.500       -5.023577287       13843            802532          8770597090
   27.600       -5.023577287       13848            802760          8784136810
   27.700       -5.023577287       13853            802988          8797676530
   27.800       -5.023577287       13858            803216          8811216250
   27.900       -5.023577287       13863            803444          8824755970
   28.000       -5.023577287       13868            803672          8838295690
   28.100       -5.023577287       13873            803900          8851835410
   28.200       -5.023577287       13878            804128          8865375130
   28.300       -5.023577287       13883            804356          8878914850
   28.400       -5.023577287       13888            804584          8892454570
   28.500       -5.023577287       13893            804812          8905994290
   28.600       -5.023577287       13898            805040          8919534010
   28.700       -5.023577287       13903            805268          8933073730
   28.800       -5.023577287       13908            805496          8946613450
   28.900       -5.023577287       13913            805724          8960153170
   29.000       -5.023577287       13918            805952          8973692890
   29.100       -5.023577287       13923            806180          8987232610
   29.200       -5.023577287       13928            806408          9000772330
   29.300       -5.023577287       13933            806636          9014312050
   29.400       -5.023577287       13938            806864          9027851770
   29.500       -5.023577287       13943            807092          9041391490
   29.600       -5.023577287       13948            807320          9054931210
   29.700       -5.023577287       13953            807548          9068470930
   29.800       -5.023577287       13958            807776          9082010650
   29.900       -5.023577287       13963            808004          9095550370
   30.000       -5.023577287       13968            808232          9109090090
