#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -4.616376820           0                 0                   0
    0.500       -4.779790622         219              5844         17308522800
    1.000       -4.829837855         438             11688         17332898568
    1.500       -4.847788683         657             17532         17357274336
    2.000       -4.855540991         876             23376         17381650104
    2.500       -4.859408500        1095             29220         17406025872
    3.000       -4.861556604        1314             35064         17430401640
    3.500       -4.862848633        1533             40908         17454777408
    4.000       -4.863673407        1752             46752         17479153176
    4.500       -4.864224248        1971             52596         17503528944
    5.000       -4.864605306        2190             58440         17527904712
    5.500       -4.864876430        2409             64284         17552280480
    6.000       -4.865073849        2628             70128         17576656248
    6.500       -4.865220423        2847             75972         17601032016
    7.000       -4.865331080        3066             81816         17625407784
    7.500       -4.865415847        3285             87660         17649783552
    8.000       -4.865481622        3504             93504         17674159320
    8.500       -4.865533250        3723             99348         17698535088
    9.000       -4.865574193        3942            105192         17722910856
    9.500       -4.865606968        4161            111036         17747286624
   10.000       -4.865633429        4380            116880         17771662392
   10.500       -4.865654959        4599            122724         17796038160
   11.000       -4.865672603        4818            128568         17820413928
   11.500       -4.865687157        5037            134412         17844789696
   12.000       -4.865699235        5256            140256         17869165464
   12.500       -4.865709314        5475            146100         17893541232
   13.000       -4.865717769        5694            151944         17917917000
   13.500       -4.865724894        5913            157788         17942292768
   14.000       -4.865730924        6132            163632         17966668536
   14.500       -4.865736048        6351            169476         17991044304
   15.000       -4.865740418        6570            175320         18015420072
   15.500       -4.865744157        6789            181164         18039795840
   16.000       -4.865747365        7008            187008         18064171608
   16.500       -4.865750126        7227            192852         18088547376
   17.000       -4.865752508        7446            198696         18112923144
   17.500       -4.865754566        7665            204540         18137298912
   18.000       -4.865756349        7884            210384         18161674680
   18.500       -4.865757897        8103            216228         18186050448
   19.000       -4.865759242        8322            222072         18210426216
   19.500       -4.865760412        8541            227916         18234801984
   20.000       -4.865761432        8760            233760         18259177752
   20.500       -4.865762322        8979            239604         18283553520
   21.000       -4.865763099        9198            245448         18307929288
   21.500       -4.865763779        9417            251292         18332305056
   22.000       -4.865764373        9636            257136         18356680824
   22.500       -4.865764894        9855            262980         18381056592
   23.000       -4.865765350       10074            268824         18405432360
   23.500       -4.865765749       10293            274668         18429808128
   24.000       -4.865766100       10512            280512         18454183896
   24.500       -4.865766407       10731            286356         18478559664
   25.000       -4.865766677       10950            292200         18502935432
   25.500       -4.865766914       11169            298044         18527311200
   26.000       -4.865767122       11388            303888         18551686968
   26.500       -4.865767305       11607            309732         18576062736
   27.000       -4.865767465       11826            315576         18600438504
   27.500       -4.865767606       12045            321420         18624814272
   28.000       -4.865767730       12264            327264         18649190040
   28.500       -4.865767840       12483            333108         18673565808
   29.000       -4.865767936       12702            338952         18697941576
   29.500       -4.865768020       12921            344796         18722317344
   30.000       -4.865768094       13140            350640         18746693112
