#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000     -308.722714357           0             28496                   0
    0.100     -308.733735286          68             31328             5890976
    0.200     -308.743359018         137             34208            11870792
    0.300     -308.751722303         206             37092            17850608
    0.400     -308.759042362         275             39996            23830424
    0.500     -308.765410691         342             42736            29632624
    0.600     -308.770994523         408             45504            35346112
    0.700     -308.775894849         472             48204            40882368
    0.800     -308.780182506         534             50672            46241648
    0.900     -308.783943924         594             53180            51424208
    1.000     -308.787250657         652             55560            56430304
    1.100     -308.790165081         708             57808            61260192
    1.200     -308.792737058         762             60040            65914128
    1.300     -308.794977642         812             62116            70216928
    1.400     -308.796964144         859             63984            74257048
    1.500     -308.798727722         904             65800            78122368
    1.600     -308.800297839         946             67424            81725968
    1.700     -308.801700229         985             69144            85068424
    1.800     -308.802916012        1020             70508            88063584
    1.900     -308.804014773        1053             71816            90885480
    2.000     -308.804981787        1083             73028            93447960
    2.100     -308.805848690        1111             74116            95837816
    2.200     -308.806623095        1137             75144            98055304
    2.300     -308.807304835        1160             76080           100014720
    2.400     -308.807931323        1182             77024           101888240
    2.500     -308.808478559        1201             77828           103504456
    2.600     -308.808958260        1218             78524           104949456
    2.700     -308.809393381        1234             79200           106308944
    2.800     -308.809780083        1248             79756           107497600
    2.900     -308.810114366        1260             80228           108515680
    3.000     -308.810417339        1271             80632           109448568
    3.100     -308.810687619        1281             80984           110296328
    3.200     -308.810927867        1290             81348           111059024
    3.300     -308.811141812        1298             81632           111736720
    3.400     -308.811334474        1305             81908           112329480
    3.500     -308.811517143        1312             82148           112922240
    3.600     -308.811670361        1318             82332           113430128
    3.700     -308.811817523        1324             82536           113938016
    3.800     -308.811943143        1329             82708           114361096
    3.900     -308.812067398        1334             82880           114784176
    4.000     -308.812164943        1338             83008           115122512
    4.100     -308.812259940        1342             83116           115460848
    4.200     -308.812350319        1346             83284           115799184
    4.300     -308.812419821        1349             83380           116052840
    4.400     -308.812488537        1352             83440           116306496
    4.500     -308.812551991        1355             83564           116560152
    4.600     -308.812614787        1358             83656           116813808
    4.700     -308.812675005        1361             83764           117067464
    4.800     -308.812732002        1364             83856           117321120
    4.900     -308.812771815        1366             83892           117490160
    5.000     -308.812809451        1368             83948           117659200
    5.100     -308.812860605        1371             84040           117912856
    5.200     -308.812895424        1373             84072           118081896
    5.300     -308.812928902        1375             84112           118250936
    5.400     -308.812963091        1377             84152           118419976
    5.500     -308.812992241        1379             84248           118589016
    5.600     -308.813021226        1381             84340           118758056
    5.700     -308.813051739        1383             84456           118927096
    5.800     -308.813081426        1385             84568           119096136
    5.900     -308.813095546        1386             84616           119180624
    6.000     -308.813109920        1387             84672           119265112
    6.100     -308.813124354        1388             84724           119349600
    6.200     -308.813140088        1389             84776           119434088
    6.300     -308.813154448        1390             84836           119518576
    6.400     -308.813154448        1390             84836           119518576
    6.500     -308.813154448        1390             84836           119518576
    6.600     -308.813154448        1390             84836           119518576
    6.700     -308.813154448        1390             84836           119518576
    6.800     -308.813154448        1390             84836           119518576
    6.900     -308.813154448        1390             84836           119518576
    7.000     -308.813154448        1390             84836           119518576
    7.100     -308.813154448        1390             84836           119518576
    7.200     -308.813154448        1390             84836           119518576
    7.300     -308.813154448        1390             84836           119518576
    7.400     -308.813154448        1390             84836           119518576
    7.500     -308.813154448        1390             84836           119518576
    7.600     -308.813154448        1390             84836           119518576
    7.700     -308.813154448        1390             84836           119518576
    7.800     -308.813154448        1390             84836           119518576
    7.900     -308.813154448        1390             84836           119518576
    8.000     -308.813154448        1390             84836           119518576
    8.100     -308.813154448        1390             84836           119518576
    8.200     -308.813154448        1390             84836           119518576
    8.300     -308.813154448        1390             84836           119518576
    8.400     -308.813154448        1390             84836           119518576
    8.500     -308.813154448        1390             84836           119518576
    8.600     -308.813154448        1390             84836           119518576
    8.700     -308.813154448        1390             84836           119518576
    8.800     -308.813154448        1390             84836           119518576
    8.900     -308.813154448        1390             84836           119518576
    9.000     -308.813154448        1390             84836           119518576
    9.100     -308.813154448        1390             84836           119518576
    9.200     -308.813154448        1390             84836           119518576
    9.300     -308.813154448        1390             84836           119518576
    9.400     -308.813154448        1390             84836           119518576
    9.500     -308.813154448        1390             84836           119518576
    9.600     -308.813154448        1390             84836           119518576
    9.700     -308.813154448        1390             84836           119518576
    9.800     -308.813154448        1390             84836           119518576
    9.900     -308.813154448        1390             84836           119518576
   10.000     -308.813154448        1390             84836           119518576
   10.100     -308.813154448        1390             84836           119518576
   10.200     -308.813154448        1390             84836           119518576
   10.300     -308.813154448        1390             84836           119518576
   10.400     -308.813154448        1390             84836           119518576
   10.500     -308.813154448        1390             84836           119518576
   10.600     -308.813154448        1390             84836           119518576
   10.700     -308.813154448        1390             84836           119518576
   10.800     -308.813154448        1390             84836           119518576
   10.900     -308.813154448        1390             84836           119518576
   11.000     -308.813154448        1390             84836           119518576
   11.100     -308.813154448        1390             84836           119518576
   11.200     -308.813154448        1390             84836           119518576
   11.300     -308.813154448        1390             84836           119518576
   11.400     -308.813154448        1390             84836           119518576
   11.500     -308.813154448        1390             84836           119518576
   11.600     -308.813154448        1390             84836           119518576
   11.700     -308.813154448        1390             84836           119518576
   11.800     -308.813154448        1390             84836           119518576
   11.900     -308.813154448        1390             84836           119518576
   12.000     -308.813154448        1390             84836           119518576
   12.100     -308.813154448        1390             84836           119518576
   12.200     -308.813154448        1390             84836           119518576
   12.300     -308.813154448        1390             84836           119518576
   12.400     -308.813154448        1390             84836           119518576
   12.500     -308.813154448        1390             84836           119518576
   12.600     -308.813154448        1390             84836           119518576
   12.700     -308.813154448        1390             84836           119518576
   12.800     -308.813154448        1390             84836           119518576
   12.900     -308.813154448        1390             84836           119518576
   13.000     -308.813154448        1390             84836           119518576
   13.100     -308.813154448        1390             84836           119518576
   13.200     -308.813154448        1390             84836           119518576
   13.300     -308.813154448        1390             84836           119518576
   13.400     -308.813154448        1390             84836           119518576
   13.500     -308.813154448        1390             84836           119518576
   13.600     -308.813154448        1390             84836           119518576
   13.700     -308.813154448        1390             84836           119518576
   13.800     -308.813154448        1390             84836           119518576
   13.900     -308.813154448        1390             84836           119518576
   14.000     -308.813154448        1390             84836           119518576
   14.100     -308.813154448        1390             84836           119518576
   14.200     -308.813154448        1390             84836           119518576
   14.300     -308.813154448        1390             84836           119518576
   14.400     -308.813154448        1390             84836           119518576
   14.500     -308.813154448        1390             84836           119518576
   14.600     -308.813154448        1390             84836           119518576
   14.700     -308.813154448        1390             84836           119518576
   14.800     -308.813154448        1390             84836           119518576
   14.900     -308.813154448        1390             84836           119518576
   15.000     -308.813154448        1390             84836           119518576
   15.100     -308.813154448        1390             84836           119518576
   15.200     -308.813154448        1390             84836           119518576
   15.300     -308.813154448        1390             84836           119518576
   15.400     -308.813154448        1390             84836           119518576
   15.500     -308.813154448        1390             84836           119518576
   15.600     -308.813154448        1390             84836           119518576
   15.700     -308.813154448        1390             84836           119518576
   15.800     -308.813154448        1390             84836           119518576
   15.900     -308.813154448        1390             84836           119518576
   16.000     -308.813154448        1390             84836           119518576
   16.100     -308.813154448        1390             84836           119518576
   16.200     -308.813154448        1390             84836           119518576
   16.300     -308.813154448        1390             84836           119518576
   16.400     -308.813154448        1390             84836           119518576
   16.500     -308.813154448        1390             84836           119518576
   16.600     -308.813154448        1390             84836           119518576
   16.700     -308.813154448        1390             84836           119518576
   16.800     -308.813154448        1390             84836           119518576
   16.900     -308.813154448        1390             84836           119518576
   17.000     -308.813154448        1390             84836           119518576
   17.100     -308.813154448        1390             84836           119518576
   17.200     -308.813154448        1390             84836           119518576
   17.300     -308.813154448        1390             84836           119518576
   17.400     -308.813154448        1390             84836           119518576
   17.500     -308.813154448        1390             84836           119518576
   17.600     -308.813154448        1390             84836           119518576
   17.700     -308.813154448        1390             84836           119518576
