#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   14.100     -308.826658381        5782            270208           630376144
   14.200     -308.826658381        5782            270208           630376144
   14.300     -308.826658381        5782            270208           630376144
   14.400     -308.826658381        5782            270208           630376144
   14.500     -308.826658381        5782            270208           630376144
   14.600     -308.826658381        5782            270208           630376144
   14.700     -308.826658381        5782            270208           630376144
   14.800     -308.826658381        5782            270208           630376144
   14.900     -308.826658381        5782            270208           630376144
   15.000     -308.826658381        5782            270208           630376144
   15.100     -308.826658381        5782            270208           630376144
   15.200     -308.826658381        5782            270208           630376144
   15.300     -308.826658381        5782            270208           630376144
   15.400     -308.826658381        5782            270208           630376144
   15.500     -308.826658381        5782            270208           630376144
   15.600     -308.826658381        5782            270208           630376144
   15.700     -308.826658381        5782            270208           630376144
   15.800     -308.826658381        5782            270208           630376144
   15.900     -308.826658381        5782            270208           630376144
   16.000     -308.826658381        5782            270208           630376144
   16.100     -308.826658381        5782            270208           630376144
   16.200     -308.826658381        5782            270208           630376144
   16.300     -308.826658381        5782            270208           630376144
   16.400     -308.826658381        5782            270208           630376144
   16.500     -308.826658381        5782            270208           630376144
   16.600     -308.826658381        5782            270208           630376144
   16.700     -308.826658381        5782            270208           630376144
   16.800     -308.826658381        5782            270208           630376144
   16.900     -308.826658381        5782            270208           630376144
   17.000     -308.826658381        5782            270208           630376144
   17.100     -308.826658381        5782            270208           630376144
   17.200     -308.826658381        5782            270208           630376144
   17.300     -308.826658381        5782            270208           630376144
   17.400     -308.826658381        5782            270208           630376144
   17.500     -308.826658381        5782            270208           630376144
   17.600     -308.826658381        5782            270208           630376144
   17.700     -308.826658381        5782            270208           630376144
   17.800     -308.826658381        5782            270208           630376144
   17.900     -308.826658381        5782            270208           630376144
   18.000     -308.826658381        5782            270208           630376144
   18.100     -308.826658381        5782            270208           630376144
   18.200     -308.826658381        5782            270208           630376144
   18.300     -308.826658381        5782            270208           630376144
   18.400     -308.826658381        5782            270208           630376144
   18.500     -308.826658381        5782            270208           630376144
   18.600     -308.826658381        5782            270208           630376144
   18.700     -308.826658381        5782            270208           630376144
   18.800     -308.826658381        5782            270208           630376144
   18.900     -308.826658381        5782            270208           630376144
   19.000     -308.826658381        5782            270208           630376144
   19.100     -308.826658381        5782            270208           630376144
   19.200     -308.826658381        5782            270208           630376144
   19.300     -308.826658381        5782            270208           630376144
   19.400     -308.826658381        5782            270208           630376144
   19.500     -308.826658381        5782            270208           630376144
   19.600     -308.826658381        5782            270208           630376144
   19.700     -308.826658381        5782            270208           630376144
   19.800     -308.826658381        5782            270208           630376144
   19.900     -308.826658381        5782            270208           630376144
   20.000     -308.826658381        5782            270208           630376144
   20.100     -308.826658381        5782            270208           630376144
   20.200     -308.826658381        5782            270208           630376144
   20.300     -308.826658381        5782            270208           630376144
   20.400     -308.826658381        5782            270208           630376144
   20.500     -308.826658381        5782            270208           630376144
   20.600     -308.826658381        5782            270208           630376144
   20.700     -308.826658381        5782            270208           630376144
   20.800     -308.826658381        5782            270208           630376144
   20.900     -308.826658381        5782            270208           630376144
   21.000     -308.826658381        5782            270208           630376144
   21.100     -308.826658381        5782            270208           630376144
   21.200     -308.826658381        5782            270208           630376144
   21.300     -308.826658381        5782            270208           630376144
   21.400     -308.826658381        5782            270208           630376144
   21.500     -308.826658381        5782            270208           630376144
   21.600     -308.826658381        5782            270208           630376144
   21.700     -308.826658381        5782            270208           630376144
   21.800     -308.826658381        5782            270208           630376144
   21.900     -308.826658381        5782            270208           630376144
   22.000     -308.826658381        5782            270208           630376144
   22.100     -308.826658381        5782            270208           630376144
   22.200     -308.826658381        5782            270208           630376144
   22.300     -308.826658381        5782            270208           630376144
   22.400     -308.826658381        5782            270208           630376144
   22.500     -308.826658381        5782            270208           630376144
   22.600     -308.826658381        5782            270208           630376144
   22.700     -308.826658381        5782            270208           630376144
   22.800     -308.826658381        5782            270208           630376144
   22.900     -308.826658381        5782            270208           630376144
   23.000     -308.826658381        5782            270208           630376144
   23.100     -308.826658381        5782            270208           630376144
   23.200     -308.826658381        5782            270208           630376144
   23.300     -308.826658381        5782            270208           630376144
   23.400     -308.826658381        5782            270208           630376144
   23.500     -308.826658381        5782            270208           630376144
   23.600     -308.826658381        5782            270208           630376144
   23.700     -308.826658381        5782            270208           630376144
   23.800     -308.826658381        5782            270208           630376144
   23.900     -308.826658381        5782            270208           630376144
   24.000     -308.826658381        5782            270208           630376144
   24.100     -308.826658381        5782            270208           630376144
   24.200     -308.826658381        5782            270208           630376144
   24.300     -308.826658381        5782            270208           630376144
   24.400     -308.826658381        5782            270208           630376144
   24.500     -308.826658381        5782            270208           630376144
   24.600     -308.826658381        5782            270208           630376144
   24.700     -308.826658381        5782            270208           630376144
   24.800     -308.826658381        5782            270208           630376144
   24.900     -308.826658381        5782            270208           630376144
   25.000     -308.826658381        5782            270208           630376144
   25.100     -308.826658381        5782            270208           630376144
   25.200     -308.826658381        5782            270208           630376144
   25.300     -308.826658381        5782            270208           630376144
   25.400     -308.826658381        5782            270208           630376144
   25.500     -308.826658381        5782            270208           630376144
   25.600     -308.826658381        5782            270208           630376144
   25.700     -308.826658381        5782            270208           630376144
   25.800     -308.826658381        5782            270208           630376144
   25.900     -308.826658381        5782            270208           630376144
   26.000     -308.826658381        5782            270208           630376144
   26.100     -308.826658381        5782            270208           630376144
   26.200     -308.826658381        5782            270208           630376144
   26.300     -308.826658381        5782            270208           630376144
   26.400     -308.826658381        5782            270208           630376144
   26.500     -308.826658381        5782            270208           630376144
   26.600     -308.826658381        5782            270208           630376144
   26.700     -308.826658381        5782            270208           630376144
   26.800     -308.826658381        5782            270208           630376144
   26.900     -308.826658381        5782            270208           630376144
   27.000     -308.826658381        5782            270208           630376144
   27.100     -308.826658381        5782            270208           630376144
   27.200     -308.826658381        5782            270208           630376144
   27.300     -308.826658381        5782            270208           630376144
   27.400     -308.826658381        5782            270208           630376144
   27.500     -308.826658381        5782            270208           630376144
   27.600     -308.826658381        5782            270208           630376144
   27.700     -308.826658381        5782            270208           630376144
   27.800     -308.826658381        5782            270208           630376144
   27.900     -308.826658381        5782            270208           630376144
   28.000     -308.826658381        5782            270208           630376144
   28.100     -308.826658381        5782            270208           630376144
   28.200     -308.826658381        5782            270208           630376144
   28.300     -308.826658381        5782            270208           630376144
   28.400     -308.826658381        5782            270208           630376144
   28.500     -308.826658381        5782            270208           630376144
   28.600     -308.826658381        5782            270208           630376144
   28.700     -308.826658381        5782            270208           630376144
   28.800     -308.826658381        5782            270208           630376144
   28.900     -308.826658381        5782            270208           630376144
   29.000     -308.826658381        5782            270208           630376144
   29.100     -308.826658381        5782            270208           630376144
   29.200     -308.826658381        5782            270208           630376144
   29.300     -308.826658381        5782            270208           630376144
   29.400     -308.826658381        5782            270208           630376144
   29.500     -308.826658381        5782            270208           630376144
   29.600     -308.826658381        5782            270208           630376144
   29.700     -308.826658381        5782            270208           630376144
   29.800     -308.826658381        5782            270208           630376144
   29.900     -308.826658381        5782            270208           630376144
   30.000     -308.826658381        5782            270208           630376144
