#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   18.800     -308.813130700        1388             60080           119348640
   18.900     -308.813130700        1388             60080           119348640
   19.000     -308.813130700        1388             60080           119348640
   19.100     -308.813130700        1388             60080           119348640
   19.200     -308.813130700        1388             60080           119348640
   19.300     -308.813130700        1388             60080           119348640
   19.400     -308.813130700        1388             60080           119348640
   19.500     -308.813130700        1388             60080           119348640
   19.600     -308.813130700        1388             60080           119348640
   19.700     -308.813130700        1388             60080           119348640
   19.800     -308.813130700        1388             60080           119348640
   19.900     -308.813130700        1388             60080           119348640
   20.000     -308.813130700        1388             60080           119348640
   20.100     -308.813130700        1388             60080           119348640
   20.200     -308.813130700        1388             60080           119348640
   20.300     -308.813130700        1388             60080           119348640
   20.400     -308.813130700        1388             60080           119348640
   20.500     -308.813130700        1388             60080           119348640
   20.600     -308.813130700        1388             60080           119348640
   20.700     -308.813130700        1388             60080           119348640
   20.800     -308.813130700        1388             60080           119348640
   20.900     -308.813130700        1388             60080           119348640
   21.000     -308.813130700        1388             60080           119348640
   21.100     -308.813130700        1388             60080           119348640
   21.200     -308.813130700        1388             60080           119348640
   21.300     -308.813130700        1388             60080           119348640
   21.400     -308.813130700        1388             60080           119348640
   21.500     -308.813130700        1388             60080           119348640
   21.600     -308.813130700        1388             60080           119348640
   21.700     -308.813130700        1388             60080           119348640
   21.800     -308.813130700        1388             60080           119348640
   21.900     -308.813130700        1388             60080           119348640
   22.000     -308.813130700        1388             60080           119348640
   22.100     -308.813130700        1388             60080           119348640
   22.200     -308.813130700        1388             60080           119348640
   22.300     -308.813130700        1388             60080           119348640
   22.400     -308.813130700        1388             60080           119348640
   22.500     -308.813130700        1388             60080           119348640
   22.600     -308.813130700        1388             60080           119348640
   22.700     -308.813130700        1388             60080           119348640
   22.800     -308.813130700        1388             60080           119348640
   22.900     -308.813130700        1388             60080           119348640
   23.000     -308.813130700        1388             60080           119348640
   23.100     -308.813130700        1388             60080           119348640
   23.200     -308.813130700        1388             60080           119348640
   23.300     -308.813130700        1388             60080           119348640
   23.400     -308.813130700        1388             60080           119348640
   23.500     -308.813130700        1388             60080           119348640
   23.600     -308.813130700        1388             60080           119348640
   23.700     -308.813130700        1388             60080           119348640
   23.800     -308.813130700        1388             60080           119348640
   23.900     -308.813130700        1388             60080           119348640
   24.000     -308.813130700        1388             60080           119348640
   24.100     -308.813130700        1388             60080           119348640
   24.200     -308.813130700        1388             60080           119348640
   24.300     -308.813130700        1388             60080           119348640
   24.400     -308.813130700        1388             60080           119348640
   24.500     -308.813130700        1388             60080           119348640
   24.600     -308.813130700        1388             60080           119348640
   24.700     -308.813130700        1388             60080           119348640
   24.800     -308.813130700        1388             60080           119348640
   24.900     -308.813130700        1388             60080           119348640
   25.000     -308.813130700        1388             60080           119348640
   25.100     -308.813130700        1388             60080           119348640
   25.200     -308.813130700        1388             60080           119348640
   25.300     -308.813130700        1388             60080           119348640
   25.400     -308.813130700        1388             60080           119348640
   25.500     -308.813130700        1388             60080           119348640
   25.600     -308.813130700        1388             60080           119348640
   25.700     -308.813130700        1388             60080           119348640
   25.800     -308.813130700        1388             60080           119348640
   25.900     -308.813130700        1388             60080           119348640
   26.000     -308.813130700        1388             60080           119348640
   26.100     -308.813130700        1388             60080           119348640
   26.200     -308.813130700        1388             60080           119348640
   26.300     -308.813130700        1388             60080           119348640
   26.400     -308.813130700        1388             60080           119348640
   26.500     -308.813130700        1388             60080           119348640
   26.600     -308.813130700        1388             60080           119348640
   26.700     -308.813130700        1388             60080           119348640
   26.800     -308.813130700        1388             60080           119348640
   26.900     -308.813130700        1388             60080           119348640
   27.000     -308.813130700        1388             60080           119348640
   27.100     -308.813130700        1388             60080           119348640
   27.200     -308.813130700        1388             60080           119348640
   27.300     -308.813130700        1388             60080           119348640
   27.400     -308.813130700        1388             60080           119348640
   27.500     -308.813130700        1388             60080           119348640
   27.600     -308.813130700        1388             60080           119348640
   27.700     -308.813130700        1388             60080           119348640
   27.800     -308.813130700        1388             60080           119348640
   27.900     -308.813130700        1388             60080           119348640
   28.000     -308.813130700        1388             60080           119348640
   28.100     -308.813130700        1388             60080           119348640
   28.200     -308.813130700        1388             60080           119348640
   28.300     -308.813130700        1388             60080           119348640
   28.400     -308.813130700        1388             60080           119348640
   28.500     -308.813130700        1388             60080           119348640
   28.600     -308.813130700        1388             60080           119348640
   28.700     -308.813130700        1388             60080           119348640
   28.800     -308.813130700        1388             60080           119348640
   28.900     -308.813130700        1388             60080           119348640
   29.000     -308.813130700        1388             60080           119348640
   29.100     -308.813130700        1388             60080           119348640
   29.200     -308.813130700        1388             60080           119348640
   29.300     -308.813130700        1388             60080           119348640
   29.400     -308.813130700        1388             60080           119348640
   29.500     -308.813130700        1388             60080           119348640
   29.600     -308.813130700        1388             60080           119348640
   29.700     -308.813130700        1388             60080           119348640
   29.800     -308.813130700        1388             60080           119348640
   29.900     -308.813130700        1388             60080           119348640
   30.000     -308.813130700        1388             60080           119348640
