#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000     -308.722714357           0              3920                   0
    0.100     -308.735662430         152             10432            13576640
    0.200     -308.746911464         304             16944            27153280
    0.300     -308.756684701         457             23504            40824136
    0.400     -308.765180169         617             30400            55156296
    0.500     -308.772570852         803             38416            73567824
    0.600     -308.779008368        1036             48860           111406520
    0.700     -308.784623338        1308             61104           166189720
    0.800     -308.789528126        1614             74796           237729208
    0.900     -308.793819274        1946             89780           322881048
    1.000     -308.797579482        2297            105744           418418136
    1.100     -308.800879757        2663            122416           522415224
    1.200     -308.803781092        3042            139764           632835680
    1.300     -308.806335917        3433            157740           750326728
    1.400     -308.808589259        3832            176064           872613424
    1.500     -308.810579903        4237            194620          1000373176
    1.600     -308.812341280        4646            213488          1128746592
    1.700     -308.813902248        5059            232488          1262373656
    1.800     -308.815287762        5475            251600          1395068704
    1.900     -308.816519395        5891            270708          1527763752
    2.000     -308.817615878        6308            289772          1663888992
    2.100     -308.818593403        6723            308844          1795963592
    2.200     -308.819466223        7139            328032          1931697544
    2.300     -308.820246526        7550            346728          2063384632
    2.400     -308.820945149        7961            365608          2193912400
    2.500     -308.821571502        8368            384424          2324980320
    2.600     -308.822133809        8772            402908          2453621762
    2.700     -308.822639217        9172            421208          2579814436
    2.800     -308.823094115        9569            439452          2706808524
    2.900     -308.823504019        9961            457516          2829056702
    3.000     -308.823873802       10346            475040          2947329376
    3.100     -308.824207869       10730            492564          3064447888
    3.200     -308.824509913       11108            509832          3181900522
    3.300     -308.824783457       11481            526860          3296383356
    3.400     -308.825031307       11847            543592          3411714996
    3.500     -308.825256209       12206            559904          3523247438
    3.600     -308.825460536       12560            576024          3634925504
    3.700     -308.825646319       12907            591900          3741665602
    3.800     -308.825815432       13246            607252          3857397394
    3.900     -308.825969501       13578            622352          3963788514
    4.000     -308.826110083       13904            637180          4072442636
    4.100     -308.826238388       14224            651648          4179036916
    4.200     -308.826355630       14535            665880          4282624404
    4.300     -308.826462893       14837            679548          4384485332
    4.400     -308.826561107       15132            692792          4487044444
    4.500     -308.826651111       15419            705856          4597933620
    4.600     -308.826733702       15695            718144          4696520028
    4.700     -308.826809477       15964            730188          4793698100
    4.800     -308.826879144       16225            741940          4880736188
