#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   22.200     -308.826613436        5649            239760           616450420
   22.300     -308.826613436        5649            239760           616450420
   22.400     -308.826613436        5649            239760           616450420
   22.500     -308.826613436        5649            239760           616450420
   22.600     -308.826613436        5649            239760           616450420
   22.700     -308.826613436        5649            239760           616450420
   22.800     -308.826613436        5649            239760           616450420
   22.900     -308.826613436        5649            239760           616450420
   23.000     -308.826613436        5649            239760           616450420
   23.100     -308.826613436        5649            239760           616450420
   23.200     -308.826613436        5649            239760           616450420
   23.300     -308.826613436        5649            239760           616450420
   23.400     -308.826613436        5649            239760           616450420
   23.500     -308.826613436        5649            239760           616450420
   23.600     -308.826613436        5649            239760           616450420
   23.700     -308.826613436        5649            239760           616450420
   23.800     -308.826613436        5649            239760           616450420
   23.900     -308.826613436        5649            239760           616450420
   24.000     -308.826613436        5649            239760           616450420
   24.100     -308.826613436        5649            239760           616450420
   24.200     -308.826613436        5649            239760           616450420
   24.300     -308.826613436        5649            239760           616450420
   24.400     -308.826613436        5649            239760           616450420
   24.500     -308.826613436        5649            239760           616450420
   24.600     -308.826613436        5649            239760           616450420
   24.700     -308.826613436        5649            239760           616450420
   24.800     -308.826613436        5649            239760           616450420
   24.900     -308.826613436        5649            239760           616450420
   25.000     -308.826613436        5649            239760           616450420
   25.100     -308.826613436        5649            239760           616450420
   25.200     -308.826613436        5649            239760           616450420
   25.300     -308.826613436        5649            239760           616450420
   25.400     -308.826613436        5649            239760           616450420
   25.500     -308.826613436        5649            239760           616450420
   25.600     -308.826613436        5649            239760           616450420
   25.700     -308.826613436        5649            239760           616450420
   25.800     -308.826613436        5649            239760           616450420
   25.900     -308.826613436        5649            239760           616450420
   26.000     -308.826613436        5649            239760           616450420
   26.100     -308.826613436        5649            239760           616450420
   26.200     -308.826613436        5649            239760           616450420
   26.300     -308.826613436        5649            239760           616450420
   26.400     -308.826613436        5649            239760           616450420
   26.500     -308.826613436        5649            239760           616450420
   26.600     -308.826613436        5649            239760           616450420
   26.700     -308.826613436        5649            239760           616450420
   26.800     -308.826613436        5649            239760           616450420
   26.900     -308.826613436        5649            239760           616450420
   27.000     -308.826613436        5649            239760           616450420
   27.100     -308.826613436        5649            239760           616450420
   27.200     -308.826613436        5649            239760           616450420
   27.300     -308.826613436        5649            239760           616450420
   27.400     -308.826613436        5649            239760           616450420
   27.500     -308.826613436        5649            239760           616450420
   27.600     -308.826613436        5649            239760           616450420
   27.700     -308.826613436        5649            239760           616450420
   27.800     -308.826613436        5649            239760           616450420
   27.900     -308.826613436        5649            239760           616450420
   28.000     -308.826613436        5649            239760           616450420
   28.100     -308.826613436        5649            239760           616450420
   28.200     -308.826613436        5649            239760           616450420
   28.300     -308.826613436        5649            239760           616450420
   28.400     -308.826613436        5649            239760           616450420
   28.500     -308.826613436        5649            239760           616450420
   28.600     -308.826613436        5649            239760           616450420
   28.700     -308.826613436        5649            239760           616450420
   28.800     -308.826613436        5649            239760           616450420
   28.900     -308.826613436        5649            239760           616450420
   29.000     -308.826613436        5649            239760           616450420
   29.100     -308.826613436        5649            239760           616450420
   29.200     -308.826613436        5649            239760           616450420
   29.300     -308.826613436        5649            239760           616450420
   29.400     -308.826613436        5649            239760           616450420
   29.500     -308.826613436        5649            239760           616450420
   29.600     -308.826613436        5649            239760           616450420
   29.700     -308.826613436        5649            239760           616450420
   29.800     -308.826613436        5649            239760           616450420
   29.900     -308.826613436        5649            239760           616450420
   30.000     -308.826613436        5649            239760           616450420
